name_common,age,mlb_ID,player_ID,year_ID,team_ID,stint_ID,lg_ID,PA,G,Inn,runs_bat,runs_br,runs_dp,runs_field,runs_infield,runs_outfield,runs_catcher,runs_good_plays,runs_defense,runs_position,runs_position_p,runs_replacement,runs_above_rep,runs_above_avg,runs_above_avg_off,runs_above_avg_def,WAA,WAA_off,WAA_def,WAR,WAR_def,WAR_off,WAR_rep,salary,pitcher,teamRpG,oppRpG,oppRpPA_rep,oppRpG_rep,pyth_exponent,pyth_exponent_rep,waa_win_perc,waa_win_perc_off,waa_win_perc_def,waa_win_perc_rep,OPS_plus,TOB_lg,TB_lg
Max Fried,25,608331,friedma01,2019,ATL,1,NL,65,38,165.7,-5.87,-0.58,0.83,0.00,0.00,0.00,0.00,0.00,0.00,0.12,8.57,0.37,3.4,3.1,3.1,0.1,0.28,0.30,-0.03,0.32,-0.03,0.34,0.04,565000,Y,4.80093,4.72014,0.08805,4.66455,1.901,1.893,0.5081,0.5081,0.5003,0.4944,36.6252,20.581,25.474
Jace Fry,25,605240,fryja01,2019,CHW,1,AL,0,7,55.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.01,0.00,0.01,0.00,0.00,569000,Y,4.95606,4.95606,0.09007,4.95606,1.923,1.923,0.5000,0.5000,0.5000,0.5000,NULL,0.000,0.000
Paul Fry,26,643316,frypa01,2019,BAL,1,AL,0,2,57.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,559000,Y,4.95606,4.95606,0.09007,4.95606,1.923,1.923,0.5000,0.5000,0.5000,0.5000,NULL,0.000,0.000
Josh Fuentes,26,658069,fuentjo01,2019,COL,1,NL,56,24,100.3,-3.62,0.53,0.00,1.00,0.00,0.00,0.00,0.00,1.00,-0.57,0.00,1.82,-0.8,-2.7,-3.7,0.4,-0.29,-0.38,0.02,-0.12,0.02,-0.21,0.17,NULL,N,4.56764,4.72014,0.08805,4.64431,1.887,1.892,0.4887,0.4845,0.5018,0.4923,49.2295,19.785,26.340
Carson Fulmer,25,608334,fulmeca01,2019,CHW,1,AL,1,1,27.3,-0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,-0.1,-0.1,-0.1,0.0,-0.01,-0.01,0.00,-0.01,0.00,-0.01,0.00,NULL,Y,4.82606,4.95606,0.09007,4.92023,1.915,1.921,0.4873,0.4873,0.5000,0.4965,-100.0000,0.319,0.434
Drew Gagnon,29,543193,gagnodr01,2019,NYM,1,NL,4,17,23.7,-0.09,0.00,-0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.64,0.00,0.3,0.3,0.3,0.0,0.03,0.03,-0.02,0.03,-0.02,0.03,0.00,NULL,Y,4.74014,4.72014,0.08805,4.71250,1.897,1.896,0.5020,0.5020,0.5001,0.4992,81.8667,0.960,1.287
Rocky Gale,31,502570,galero01,2019,LAD,1,NL,15,5,32.0,-2.73,0.27,-0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.49,-2.0,-2.4,-2.4,0.2,-0.26,-0.25,0.02,-0.21,0.02,-0.20,0.05,NULL,N,4.23214,4.72014,0.08805,4.62264,1.868,1.891,0.4492,0.4492,0.5048,0.4901,-28.5529,4.884,6.558
Cam Gallagher,26,595956,gallaca01,2019,KCR,1,AL,142,45,325.0,-3.77,-1.07,-0.47,0.00,-1.00,0.00,-1.00,1.00,-1.00,2.43,0.00,5.09,1.2,-3.9,-2.9,1.4,-0.33,-0.26,0.20,0.15,0.20,0.22,0.48,557125,N,4.89206,4.95606,0.09007,4.84299,1.919,1.916,0.4916,0.4938,0.5031,0.4889,78.7321,45.769,55.692
Giovanny Gallegos,27,606149,gallegi01,2019,STL,1,NL,3,63,74.0,-0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.48,0.00,-0.4,-0.4,-0.4,0.0,-0.04,-0.04,-0.06,-0.04,-0.06,-0.04,0.00,NULL,Y,4.71427,4.72014,0.08805,4.71860,1.896,1.896,0.4994,0.4994,0.5000,0.4998,-100.0000,0.657,0.882
Zac Gallen,23,668678,galleza01,2019,ARI,2,NL,13,8,43.7,-2.78,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,2.08,0.00,-0.7,-0.7,-0.7,0.0,-0.08,-0.07,-0.01,-0.08,-0.01,-0.07,0.00,NULL,Y,4.63264,4.72014,0.08805,4.66733,1.891,1.893,0.4912,0.4912,0.5003,0.4947,-41.7105,2.990,4.025
Zac Gallen,23,668678,galleza01,2019,MIA,1,NL,11,6,36.3,-2.25,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,1.76,0.00,-0.4,-0.4,-0.4,0.0,-0.04,-0.04,-0.01,-0.04,-0.01,-0.04,0.00,NULL,Y,4.65181,4.72014,0.08805,4.66056,1.892,1.893,0.4931,0.4931,0.5003,0.4940,-45.9317,3.228,4.331
Isaac Galloway,29,543194,gallois01,2019,MIA,1,NL,54,19,111.3,-7.41,0.82,0.41,-1.00,0.00,-1.00,0.00,0.00,-2.00,0.03,0.00,1.76,-6.4,-8.2,-6.2,-2.0,-0.85,-0.64,-0.22,-0.68,-0.22,-0.47,0.17,NULL,N,4.39646,4.72014,0.08805,4.62777,1.877,1.891,0.4563,0.4667,0.4897,0.4907,-5.6091,17.431,23.387
Joey Gallo,25,608336,gallojo01,2019,TEX,1,AL,297,70,614.3,14.42,2.14,-0.01,2.00,0.00,3.00,0.00,0.00,5.00,-1.10,0.00,10.64,31.1,20.5,15.5,3.9,2.07,1.52,0.47,3.08,0.47,2.53,1.01,605500,N,5.17677,4.95606,0.09007,4.80403,1.935,1.914,0.5280,0.5211,0.5054,0.4851,144.9257,99.752,111.077
Freddy Galvis,29,520471,galvifr01,2019,CIN,2,NL,116,32,232.6,-3.73,-0.84,-0.45,3.00,0.00,0.00,0.00,0.00,3.00,1.05,0.00,3.77,2.8,-1.0,-4.0,4.1,-0.15,-0.42,0.38,0.22,0.38,-0.05,0.37,NULL,N,4.59608,4.72014,0.08805,4.60233,1.889,1.889,0.4969,0.4874,0.5128,0.4881,76.1282,38.837,48.268
Freddy Galvis,29,520471,galvifr01,2019,TOR,1,AL,473,115,980.3,-1.94,0.10,-0.55,1.00,0.00,0.00,0.00,2.00,3.00,5.28,0.00,16.95,22.8,5.9,2.9,8.3,0.75,0.35,0.95,2.36,0.95,1.96,1.61,4000000,N,4.98119,4.95606,0.09007,4.80869,1.924,1.914,0.5050,0.5024,0.5070,0.4856,95.9165,150.710,195.390
Ben Gamel,27,592325,gamelbe01,2019,MIL,1,NL,356,134,694.7,-6.05,-0.30,1.45,6.00,0.00,-2.00,0.00,0.00,4.00,-3.32,0.00,11.57,7.4,-4.2,-8.2,0.7,-0.58,-0.88,-0.06,0.55,-0.06,0.25,1.13,567700,N,4.65880,4.72014,0.08805,4.63380,1.893,1.891,0.4968,0.4938,0.5005,0.4913,84.8746,118.263,139.079
John Gant,26,607231,gantjo01,2019,STL,1,NL,3,60,66.3,-0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.48,0.00,-0.4,-0.4,-0.4,0.0,-0.04,-0.04,-0.06,-0.04,-0.06,-0.04,0.00,571300,Y,4.71398,4.72014,0.08805,4.71852,1.896,1.896,0.4994,0.4994,0.5000,0.4998,-100.0000,0.985,1.324
Aramis Garcia,26,605244,garciar01,2019,SFG,1,NL,46,18,105.7,-4.25,-0.56,-0.01,1.00,0.00,0.00,0.00,-1.00,0.00,0.42,0.00,1.50,-2.9,-4.4,-4.4,0.4,-0.47,-0.46,0.02,-0.33,0.02,-0.32,0.14,NULL,N,4.47570,4.72014,0.08805,4.63709,1.882,1.891,0.4750,0.4750,0.5023,0.4916,38.8124,14.849,18.190
Avisail Garcia,28,541645,garciav01,2019,TBR,1,AL,530,125,1085.3,7.48,-1.81,-1.47,4.00,0.00,-1.00,0.00,-1.00,2.00,-5.52,0.00,18.99,19.7,0.7,-1.3,-3.5,0.25,-0.05,-0.18,2.05,-0.18,1.75,1.80,3500000,N,4.94550,4.95606,0.09007,4.80414,1.922,1.914,0.5005,0.4990,0.4973,0.4851,110.9132,169.229,212.324
Bryan Garcia,24,650530,garcibr01,2019,DET,1,AL,0,0,6.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y,NULL,4.95606,0.09007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.000,0.000
Edgar Garcia,22,658305,garcied01,2019,PHI,1,NL,0,35,39.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,-0.03,0.00,-0.03,0.00,0.00,NULL,Y,4.72014,4.72014,0.08805,4.72014,1.896,1.896,0.5000,0.5000,0.5000,0.5000,NULL,0.000,0.000
Greg Garcia,29,594824,garcigr01,2019,SDP,1,NL,372,134,675.3,-1.23,-0.85,1.20,-3.00,0.00,0.00,0.00,0.00,-3.00,2.54,0.00,12.09,10.8,-1.3,1.7,-0.5,-0.29,0.11,-0.17,0.89,-0.17,1.29,1.18,910000,N,4.73253,4.72014,0.08805,4.62992,1.897,1.891,0.4990,0.5012,0.4997,0.4909,93.5126,120.278,135.347
Jarlin Garcia,26,606424,garcija04,2019,MIA,1,NL,1,51,50.7,-0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,-0.1,-0.1,-0.1,0.0,-0.01,-0.01,-0.05,-0.01,-0.05,-0.01,0.00,NULL,Y,4.71779,4.72014,0.08805,4.71951,1.896,1.896,0.4998,0.4998,0.5000,0.4999,-100.0000,0.323,0.433
Leury Garcia,28,544725,garcile02,2019,CHW,1,AL,618,140,1167.7,-8.21,4.46,1.45,-14.00,1.00,4.00,0.00,1.00,-8.00,0.09,0.00,21.35,11.1,-10.2,-2.2,-7.9,-0.77,-0.12,-0.59,1.26,-0.59,1.91,2.03,1550000,N,4.94027,4.95606,0.09007,4.80356,1.922,1.914,0.4929,0.4985,0.4945,0.4850,84.0142,193.815,250.533
Luis Garcia,32,472610,garcilu03,2019,LAA,1,AL,0,5,62.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.01,0.00,0.01,0.00,0.00,1675000,Y,4.95606,4.95606,0.09007,4.95606,1.923,1.923,0.5000,0.5000,0.5000,0.5000,NULL,0.000,0.000
Rico Garcia,25,670329,garciri01,2019,COL,1,NL,1,2,6.0,-0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,-0.2,-0.2,-0.2,0.0,-0.02,-0.02,0.00,-0.02,0.00,-0.02,0.00,NULL,Y,4.64514,4.72014,0.08805,4.70389,1.892,1.895,0.4924,0.4924,0.5000,0.4984,-100.0000,0.353,0.479
Robel Garcia,26,596825,garciro02,2019,CHC,1,NL,80,31,146.6,-1.45,-0.01,0.39,-1.00,1.00,0.00,0.00,-1.00,-1.00,0.10,0.00,2.60,0.6,-2.0,-1.0,-0.9,-0.23,-0.11,-0.12,0.02,-0.12,0.14,0.25,NULL,N,4.68885,4.72014,0.08805,4.63627,1.894,1.891,0.4936,0.4969,0.4971,0.4915,93.7932,26.680,32.335
Yimi Garcia,28,554340,garciyi01,2019,LAD,1,NL,2,61,62.3,-0.57,0.00,-0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.00,-0.5,-0.5,-0.5,0.0,-0.05,-0.05,-0.06,-0.05,-0.06,-0.05,0.00,710000,Y,4.71244,4.72014,0.08805,4.71908,1.896,1.896,0.4992,0.4992,0.5000,0.4999,-100.0000,0.651,0.874
Brett Gardner,35,458731,gardnbr01,2019,NYY,1,AL,550,141,1177.3,11.31,1.08,2.96,4.00,0.00,-1.00,0.00,2.00,5.00,0.44,0.00,19.71,40.5,20.8,15.8,5.4,2.20,1.60,0.72,4.07,0.72,3.47,1.87,7500000,N,5.06804,4.95606,0.09007,4.81629,1.929,1.915,0.5142,0.5108,0.5038,0.4863,116.8410,176.330,214.174
Kyle Garlick,27,664247,garliky01,2019,LAD,1,NL,53,30,81.7,0.64,0.09,0.00,1.00,0.00,-1.00,0.00,0.00,0.00,-0.56,0.00,1.72,1.9,0.2,0.2,-0.6,0.00,0.01,-0.09,0.16,-0.09,0.17,0.16,NULL,N,4.72581,4.72014,0.08805,4.66273,1.896,1.893,0.5006,0.5006,0.4981,0.4942,117.6378,17.257,20.986
Dustin Garneau,31,572863,garnedu01,2019,LAA,1,AL,82,28,200.3,0.67,-0.14,-0.01,-1.00,0.00,0.00,2.00,0.00,1.00,1.42,0.00,2.94,5.9,2.9,1.9,2.4,0.32,0.20,0.28,0.60,0.28,0.48,0.28,NULL,N,5.02534,4.95606,0.09007,4.85112,1.927,1.917,0.5102,0.5067,0.5084,0.4897,90.8829,25.969,30.098
Dustin Garneau,31,572863,garnedu01,2019,OAK,2,AL,19,7,45.0,1.23,-0.20,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.33,0.00,0.68,3.0,2.4,1.4,1.3,0.24,0.13,0.14,0.31,0.14,0.20,0.07,NULL,N,5.15034,4.95606,0.09007,4.85880,1.933,1.917,0.5326,0.5186,0.5185,0.4905,153.1185,6.015,7.313
Amir Garrett,27,607237,garream01,2019,CIN,1,NL,0,64,56.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,-0.06,0.00,-0.06,0.00,0.00,567500,Y,4.72014,4.72014,0.08805,4.72014,1.896,1.896,0.5000,0.5000,0.5000,0.5000,NULL,0.000,0.000
Reed Garrett,26,657585,garrere01,2019,DET,1,AL,0,0,15.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,555000,Y,NULL,4.95606,0.09007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.000,0.000
Ryan Garton,29,623439,gartory01,2019,SEA,1,AL,0,0,3.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y,NULL,4.95606,0.09007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.000,0.000
Mitch Garver,28,641598,garvemi01,2019,MIN,1,AL,359,93,711.7,25.61,-1.21,-0.49,1.00,0.00,0.00,1.00,-2.00,0.00,4.94,0.00,12.86,41.7,28.9,28.9,4.9,2.86,2.78,0.59,4.08,0.59,4.00,1.22,575000,N,5.26627,4.95606,0.09007,4.81775,1.940,1.915,0.5294,0.5294,0.5051,0.4865,156.0683,116.065,136.871
Kevin Gausman,28,592332,gausmke01,2019,ATL,1,NL,27,16,80.0,-7.20,0.09,-0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.05,4.32,0.00,-3.0,-3.0,-3.0,0.1,-0.31,-0.30,-0.02,-0.31,-0.02,-0.30,0.00,9350000,Y,4.53514,4.72014,0.08805,4.66530,1.885,1.893,0.4812,0.4812,0.5003,0.4945,-80.8811,9.110,12.282
Kevin Gausman,28,592332,gausmke01,2019,CIN,2,NL,0,14,22.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,-0.01,0.00,-0.01,0.00,0.00,NULL,Y,4.72014,4.72014,0.08805,4.72014,1.896,1.896,0.5000,0.5000,0.5000,0.5000,NULL,0.000,0.000
Sam Gaviglio,29,543208,gavigsa01,2019,TOR,1,AL,0,2,95.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,579500,Y,4.95606,4.95606,0.09007,4.95606,1.923,1.923,0.5000,0.5000,0.5000,0.5000,NULL,0.000,0.000
Cory Gearrin,33,518715,gearrco01,2019,NYY,2,AL,0,1,14.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,Y,4.95606,4.95606,0.09007,4.95606,1.923,1.923,0.5000,0.5000,0.5000,0.5000,NULL,0.000,0.000
Cory Gearrin,33,518715,gearrco01,2019,SEA,1,AL,0,2,41.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1500000,Y,4.95606,4.95606,0.09007,4.95606,1.923,1.923,0.5000,0.5000,0.5000,0.5000,NULL,0.000,0.000
Scooter Gennett,29,571697,gennesc01,2019,CIN,1,NL,72,21,141.7,-7.58,-1.69,0.41,-2.00,0.00,0.00,0.00,0.00,-2.00,0.44,0.00,2.34,-8.1,-10.4,-8.4,-1.6,-1.10,-0.88,-0.18,-0.87,-0.18,-0.65,0.23,9775000,N,4.31919,4.72014,0.08805,4.60871,1.873,1.890,0.4491,0.4585,0.4926,0.4887,28.3513,24.106,31.126
Scooter Gennett,29,571697,gennesc01,2019,SFG,2,NL,67,21,133.7,-2.48,0.11,0.61,-2.00,0.00,0.00,0.00,0.00,-2.00,0.42,0.00,2.18,-1.2,-3.3,-1.3,-1.6,-0.36,-0.14,-0.18,-0.15,-0.18,0.07,0.21,NULL,N,4.65633,4.72014,0.08805,4.61645,1.892,1.890,0.4841,0.4936,0.4925,0.4895,68.7959,21.628,27.718
Mike Gerber,26,595222,gerbemi01,2019,SFG,1,NL,26,12,47.3,-5.07,-0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.42,0.00,0.85,-5.1,-5.9,-5.9,-0.4,-0.63,-0.62,-0.05,-0.54,-0.05,-0.53,0.09,NULL,N,4.22514,4.72014,0.08805,4.64973,1.867,1.892,0.4485,0.4485,0.4965,0.4929,-45.0141,8.393,10.394
Domingo German,26,593334,germado01,2019,NYY,1,AL,8,3,143.0,-2.31,0.00,-0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.01,1.28,0.00,-1.3,-1.3,-1.3,0.0,-0.12,-0.12,0.00,-0.12,0.00,-0.12,0.00,577500,Y,4.53939,4.95606,0.09007,4.86051,1.899,1.917,0.4584,0.4584,0.5003,0.4907,-100.0000,2.565,3.490
Ian Gibaut,25,664139,gibauia01,2019,TBR,1,AL,0,0,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y,NULL,4.95606,0.09007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.000,0.000
Ian Gibaut,25,664139,gibauia01,2019,TEX,2,AL,0,0,12.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y,NULL,4.95606,0.09007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.000,0.000
Kyle Gibson,31,502043,gibsoky01,2019,MIN,1,AL,4,2,160.0,0.07,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.64,0.00,0.8,0.8,0.8,0.0,0.08,0.08,0.00,0.08,0.00,0.08,0.00,8125000,Y,5.37106,4.95606,0.09007,4.88440,1.945,1.919,0.5390,0.5390,0.5005,0.4930,54.5595,0.647,0.440
Ken Giles,28,571704,gileske01,2019,TOR,1,AL,0,4,53.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.01,0.00,0.01,0.00,0.00,6300000,Y,4.95606,4.95606,0.09007,4.95606,1.923,1.923,0.5000,0.5000,0.5000,0.5000,NULL,0.000,0.000
Sean Gilmartin,29,543219,gilmase01,2019,BAL,1,AL,0,0,2.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y,NULL,4.95606,0.09007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.000,0.000
Kevin Ginkel,25,656464,ginkeke01,2019,ARI,1,NL,0,25,24.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,-0.02,0.00,-0.02,0.00,0.00,NULL,Y,4.72014,4.72014,0.08805,4.72014,1.896,1.896,0.5000,0.5000,0.5000,0.5000,NULL,0.000,0.000
Lucas Giolito,24,608337,giolilu01,2019,CHW,1,AL,4,2,176.7,-0.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.64,0.00,0.3,0.3,0.3,0.0,0.03,0.03,0.00,0.03,0.00,0.03,0.00,573000,Y,5.09606,4.95606,0.09007,4.88440,1.930,1.919,0.5134,0.5134,0.5005,0.4930,35.8791,1.277,1.737
Mychal Givens,29,571710,givenmy01,2019,BAL,1,AL,0,3,63.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2150000,Y,4.95606,4.95606,0.09007,4.95606,1.923,1.923,0.5000,0.5000,0.5000,0.5000,NULL,0.000,0.000
Tyler Glasnow,25,607192,glasnty01,2019,TBR,1,AL,2,1,60.7,-0.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.00,-0.3,-0.3,-0.3,0.0,-0.02,-0.02,0.00,-0.02,0.00,-0.02,0.00,566700,Y,4.70606,4.95606,0.09007,4.88440,1.909,1.919,0.4753,0.4753,0.5000,0.4930,-100.0000,0.639,0.868
Zack Godley,29,643327,godleza01,2019,ARI,1,NL,22,23,76.0,-2.10,-0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,3.52,0.00,1.4,1.4,1.4,0.0,0.13,0.14,-0.02,0.13,-0.02,0.14,0.00,609400,Y,4.78101,4.72014,0.08805,4.68906,1.900,1.894,0.5061,0.5061,0.5002,0.4969,23.2763,6.976,8.050
Zack Godley,29,643327,godleza01,2019,TOR,2,AL,1,1,16.0,-0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,-0.1,-0.1,-0.1,0.0,-0.01,-0.01,0.00,-0.01,0.00,-0.01,0.00,NULL,Y,4.82606,4.95606,0.09007,4.92023,1.915,1.921,0.4873,0.4873,0.5000,0.4965,-100.0000,0.319,0.434
Ryan Goins,31,572365,goinsry01,2019,CHW,1,AL,163,52,335.7,-4.14,-0.07,-1.37,-5.00,2.00,-1.00,0.00,2.00,-2.00,0.66,0.00,5.84,-1.1,-6.9,-4.9,-1.3,-0.62,-0.46,-0.06,-0.07,-0.06,0.09,0.55,NULL,N,4.86144,4.95606,0.09007,4.84374,1.917,1.916,0.4870,0.4908,0.4975,0.4890,84.3622,51.727,62.525
Paul Goldschmidt,31,502671,goldspa01,2019,STL,1,NL,682,161,1369.7,14.77,0.75,-1.36,-1.00,1.00,0.00,0.00,0.00,0.00,-8.39,0.00,21.91,27.7,5.8,5.8,-8.4,0.29,0.49,-1.00,2.43,-1.00,2.63,2.14,14500000,N,4.75598,4.72014,0.08805,4.58407,1.898,1.888,0.5036,0.5036,0.4947,0.4862,113.0884,223.244,263.396
Yan Gomes,31,543228,gomesya01,2019,WSN,1,NL,358,97,788.0,-10.29,-1.84,-0.08,0.00,1.00,0.00,4.00,4.00,9.00,5.85,0.00,11.64,14.3,2.6,-6.4,14.9,0.12,-0.69,1.40,1.26,1.40,0.45,1.14,7083334,N,4.65458,4.72014,0.08805,4.60020,1.892,1.889,0.5028,0.4934,0.5154,0.4878,78.2480,121.255,143.435
Carlos Gomez,33,460576,gomezca01,2019,NYM,1,NL,99,34,210.7,-3.71,-0.07,-0.45,-2.00,0.00,1.00,0.00,-1.00,-2.00,-0.39,0.00,3.22,-3.4,-6.6,-4.6,-2.4,-0.71,-0.48,-0.27,-0.39,-0.27,-0.16,0.32,100000,N,4.58426,4.72014,0.08805,4.62551,1.888,1.891,0.4803,0.4862,0.4930,0.4904,65.5881,31.040,36.894
Jeanmar Gomez,31,491646,gomezje01,2019,TEX,1,AL,0,0,15.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100000,Y,NULL,4.95606,0.09007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.000,0.000
Tony Gonsolin,25,664062,gonsoto01,2019,LAD,1,NL,14,10,40.0,-0.76,-0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,2.24,0.00,1.5,1.5,1.5,0.0,0.14,0.15,-0.01,0.14,-0.01,0.15,0.00,NULL,Y,4.86714,4.72014,0.08805,4.67464,1.905,1.894,0.5146,0.5146,0.5003,0.4954,64.8686,4.233,5.684
Carlos Gonzalez,33,471865,gonzaca01,2019,CHC,2,NL,49,15,100.0,-3.01,-0.86,-0.01,-2.00,0.00,0.00,0.00,0.00,-2.00,-0.62,0.00,1.59,-4.9,-6.5,-4.5,-2.6,-0.68,-0.47,-0.27,-0.53,-0.27,-0.32,0.15,NULL,N,4.42014,4.72014,0.08805,4.61398,1.879,1.890,0.4560,0.4692,0.4826,0.4893,58.5883,16.342,17.964
Carlos Gonzalez,33,471865,gonzaca01,2019,CLE,1,AL,117,30,253.0,-7.94,-0.22,0.41,5.00,0.00,0.00,0.00,0.00,5.00,-1.61,0.00,4.19,-0.2,-4.4,-9.4,3.4,-0.40,-0.91,0.37,0.00,0.37,-0.51,0.40,100000,N,4.64406,4.95606,0.09007,4.81632,1.905,1.915,0.4854,0.4691,0.5111,0.4863,47.5633,38.423,47.019
Chi Chi Gonzalez,27,592346,gonzach01,2019,COL,1,NL,24,13,63.0,-6.62,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,3.84,0.00,-2.8,-2.8,-2.8,0.0,-0.29,-0.28,-0.01,-0.29,-0.01,-0.28,0.00,NULL,Y,4.50784,4.72014,0.08805,4.66014,1.884,1.893,0.4783,0.4783,0.5003,0.4939,-79.5060,8.479,11.494
Erik Gonzalez,27,570481,gonzaer01,2019,PIT,1,NL,156,53,359.6,-6.71,0.10,-0.68,4.00,1.00,0.00,0.00,1.00,6.00,1.55,0.00,5.07,5.3,0.3,-5.7,7.6,-0.04,-0.60,0.71,0.45,0.71,-0.11,0.49,577000,N,4.61184,4.72014,0.08805,4.62448,1.890,1.891,0.5005,0.4890,0.5144,0.4903,64.8227,49.817,62.082
Gio Gonzalez,33,461829,gonzagi01,2019,MIL,1,NL,28,18,87.3,-6.66,-0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,4.48,0.00,-2.2,-2.2,-2.2,0.1,-0.23,-0.22,-0.01,-0.23,-0.01,-0.22,0.00,2000000,Y,4.59959,4.72014,0.08805,4.66959,1.889,1.893,0.4878,0.4878,0.5003,0.4949,-67.8993,8.637,11.180
