name_common,age,mlb_ID,player_ID,year_ID,team_ID,stint_ID,lg_ID,PA,G,Inn,runs_bat,runs_br,runs_dp,runs_field,runs_infield,runs_outfield,runs_catcher,runs_good_plays,runs_defense,runs_position,runs_position_p,runs_replacement,runs_above_rep,runs_above_avg,runs_above_avg_off,runs_above_avg_def,WAA,WAA_off,WAA_def,WAR,WAR_def,WAR_off,WAR_rep,salary,pitcher,teamRpG,oppRpG,oppRpPA_rep,oppRpG_rep,pyth_exponent,pyth_exponent_rep,waa_win_perc,waa_win_perc_off,waa_win_perc_def,waa_win_perc_rep,OPS_plus,TOB_lg,TB_lg
Matt Belisle,38,279571,belisma01,2018,MIN,2,AL,0,2,23.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,Y,4.57865,4.57865,0.08136,4.57865,1.880,1.880,0.5000,0.5000,0.5000,0.5000,NULL,0.000,0.000
Jeff Beliveau,31,542924,belivje01,2018,CLE,1,AL,0,0,4.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y,NULL,4.57865,0.08136,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.000,0.000
Chad Bell,29,518445,bellch02,2018,DET,1,AL,0,0,7.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y,NULL,4.57865,0.08136,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.000,0.000
Cody Bellinger,22,641355,bellico01,2018,LAD,1,NL,632,162,1292.7,15.71,2.20,1.28,8.00,1.00,0.00,0.00,-1.00,8.00,-4.77,0.00,20.54,43.0,22.4,14.4,3.2,2.14,1.40,0.22,4.17,0.22,3.43,2.03,585000,N,4.41238,4.32337,0.07868,4.19658,1.855,1.842,0.5147,0.5094,0.5021,0.4863,119.7185,204.894,230.208
Josh Bell,25,605137,belljo02,2018,PIT,1,NL,583,148,1190.3,8.47,-1.98,0.46,-8.00,-1.00,0.00,0.00,-4.00,-13.00,-7.39,0.00,18.95,5.5,-13.4,-0.4,-20.4,-1.64,-0.15,-2.29,0.22,-2.29,1.71,1.86,572500,N,4.32040,4.32337,0.07868,4.19534,1.849,1.841,0.4904,0.4997,0.4853,0.4862,111.3574,187.434,205.210
Brandon Belt,30,474832,beltbr01,2018,SFG,1,NL,456,112,922.3,5.96,1.09,0.36,9.00,1.00,1.00,0.00,0.00,11.00,-6.01,0.00,14.82,27.2,12.4,1.4,5.0,1.16,0.06,0.45,2.62,0.45,1.52,1.46,17200000,N,4.33587,4.32337,0.07868,4.19105,1.850,1.841,0.5119,0.5013,0.5048,0.4857,110.1946,144.734,161.116
Adrian Beltre,39,134181,beltrad01,2018,TEX,1,AL,481,119,983.0,-0.64,-0.22,-1.76,3.00,0.00,0.00,0.00,1.00,4.00,-2.57,0.00,17.24,16.1,-1.2,-5.2,1.4,0.05,-0.44,0.27,1.69,0.27,1.20,1.64,18000000,N,4.53504,4.57865,0.08136,4.43382,1.877,1.871,0.4990,0.4955,0.5012,0.4850,99.0829,159.307,188.182
Andrew Benintendi,23,643217,beninan01,2018,BOS,1,AL,661,148,1268.3,18.29,2.62,1.12,-3.00,0.00,3.00,0.00,3.00,3.00,-4.39,0.00,22.57,43.2,20.6,17.6,-1.4,2.34,1.92,0.01,4.48,0.01,4.06,2.14,620500,N,4.69784,4.57865,0.08136,4.42616,1.887,1.871,0.5142,0.5121,0.4990,0.4842,122.5419,213.384,245.438
Christian Bergman,30,548357,bergmch01,2018,SEA,1,AL,2,1,14.0,0.22,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.00,0.5,0.5,0.5,0.0,0.05,0.05,0.00,0.05,0.00,0.05,0.00,NULL,Y,5.09865,4.57865,0.08136,4.50699,1.910,1.876,0.5512,0.5512,0.5000,0.4926,184.0763,0.622,0.811
Jose Berrios,24,621244,berrijo01,2018,MIN,1,AL,4,2,192.3,-1.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.62,0.00,-0.5,-0.5,-0.5,0.0,-0.05,-0.05,0.00,-0.05,0.00,-0.05,0.00,570000,Y,4.34865,4.57865,0.08136,4.50699,1.866,1.876,0.4760,0.4760,0.5005,0.4926,-100.0000,1.280,1.674
Jon Berti,28,542932,bertijo01,2018,TOR,1,AL,15,4,34.0,-0.28,0.37,0.00,-1.00,0.00,0.00,0.00,0.00,-1.00,0.11,0.00,0.54,-0.3,-0.8,0.2,-0.9,-0.07,0.02,-0.09,-0.01,-0.09,0.08,0.06,NULL,N,4.62865,4.57865,0.08136,4.44429,1.883,1.872,0.4799,0.5051,0.4777,0.4861,97.3474,4.743,6.194
Dellin Betances,30,476454,betande01,2018,NYY,1,AL,1,5,66.7,-0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.00,-0.1,-0.1,-0.1,0.0,-0.01,-0.01,0.01,-0.01,0.01,-0.01,0.00,5100000,Y,4.55465,4.57865,0.08136,4.57148,1.878,1.879,0.4975,0.4975,0.5000,0.4993,-100.0000,0.319,0.417
Chad Bettis,29,518452,bettich01,2018,COL,1,NL,39,26,120.3,-7.49,-0.43,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.07,6.00,0.00,-1.7,-1.7,-1.7,0.1,-0.19,-0.19,-0.01,-0.19,-0.01,-0.19,0.00,2000000,Y,4.25952,4.32337,0.07868,4.27462,1.845,1.846,0.4931,0.4931,0.5003,0.4948,-40.3411,12.524,15.201
Mookie Betts,25,605141,bettsmo01,2018,BOS,1,AL,614,136,1145.0,64.88,6.21,0.34,10.00,0.00,3.00,0.00,5.00,18.00,-4.50,0.00,20.74,105.7,84.9,66.9,13.5,8.67,6.72,1.55,10.63,1.55,8.68,1.96,10500000,N,5.07078,4.57865,0.08136,4.42616,1.908,1.871,0.5621,0.5485,0.5103,0.4842,186.3728,198.813,220.428
Joe Biagini,28,607352,biagijo01,2018,TOR,1,AL,0,3,72.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,Y,4.57865,4.57865,0.08136,4.57865,1.880,1.880,0.5000,0.5000,0.5000,0.5000,NULL,0.000,0.000
Austin Bibens-Dirkx,33,502212,bibenau01,2018,TEX,1,AL,0,0,45.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y,NULL,4.57865,0.08136,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.000,0.000
Jesse Biddle,26,592145,biddlje01,2018,ATL,1,NL,2,56,63.7,0.48,-0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.00,0.7,0.7,0.7,0.0,0.08,0.08,-0.04,0.08,-0.04,0.08,0.00,NULL,Y,4.33623,4.32337,0.07868,4.32221,1.850,1.849,0.5014,0.5014,0.5000,0.4999,291.1025,0.656,0.838
Shane Bieber,23,669456,biebesh01,2018,CLE,1,AL,5,2,114.7,0.24,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.77,0.00,1.1,1.1,1.1,0.0,0.11,0.11,0.00,0.11,0.00,0.11,0.00,NULL,Y,5.12365,4.57865,0.08136,4.48907,1.911,1.875,0.5535,0.5535,0.5005,0.4907,142.4760,1.613,1.688
Greg Bird,25,595885,birdgr01,2018,NYY,1,AL,311,82,661.7,-9.26,0.14,0.97,1.00,0.00,0.00,0.00,0.00,1.00,-4.48,0.00,11.14,-0.5,-11.6,-12.6,-3.5,-1.10,-1.25,-0.27,-0.03,-0.27,-0.18,1.07,582000,N,4.42462,4.57865,0.08136,4.44276,1.871,1.872,0.4853,0.4840,0.4956,0.4859,82.4558,99.116,113.315
Ty Blach,27,621389,blachty01,2018,SFG,1,NL,34,49,118.7,-6.79,-0.08,-0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.06,4.92,0.07,-2.0,-2.1,-2.1,0.1,-0.24,-0.24,-0.04,-0.23,-0.04,-0.23,0.01,565000,Y,4.28071,4.32337,0.07868,4.30082,1.847,1.848,0.4954,0.4954,0.5001,0.4976,-60.9694,9.839,11.710
Charlie Blackmon,31,453568,blackch02,2018,COL,1,NL,696,156,1331.3,14.12,1.09,-0.10,-22.00,0.00,-6.00,0.00,-1.00,-29.00,3.67,0.00,21.23,11.0,-10.2,18.8,-25.3,-1.32,1.85,-2.79,0.76,-2.79,3.93,2.08,12500000,N,4.44375,4.32337,0.07868,4.18729,1.857,1.841,0.4932,0.5127,0.4829,0.4853,115.1709,241.790,279.885
Paul Blackburn,24,621112,blackpa01,2018,OAK,1,AL,2,1,27.7,-0.54,0.00,-0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.00,-0.4,-0.4,-0.4,0.0,-0.05,-0.05,0.00,-0.05,0.00,-0.05,0.00,547500,Y,4.13865,4.57865,0.08136,4.50699,1.854,1.876,0.4533,0.4533,0.5000,0.4926,-100.0000,0.630,0.822
Ray Black,28,605143,blackra01,2018,SFG,1,NL,0,23,23.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,-0.02,0.00,-0.02,0.00,0.00,NULL,Y,4.32337,4.32337,0.07868,4.32337,1.849,1.849,0.5000,0.5000,0.5000,0.5000,NULL,0.000,0.000
Gregor Blanco,34,453923,blancgr01,2018,SFG,1,NL,203,68,397.0,-9.89,0.24,0.36,2.00,0.00,-2.00,0.00,-1.00,-1.00,-1.34,0.00,6.60,-5.0,-11.6,-10.6,-2.3,-1.34,-1.19,-0.30,-0.69,-0.30,-0.54,0.65,1000000,N,4.16704,4.32337,0.07868,4.22635,1.840,1.843,0.4815,0.4831,0.4963,0.4895,61.2824,64.115,76.318
Alex Blandino,25,607468,blandal01,2018,CIN,1,NL,147,69,262.7,-4.68,-0.13,-0.62,0.00,1.00,0.00,0.00,-1.00,0.00,1.25,0.00,4.78,0.6,-4.2,-4.2,1.3,-0.50,-0.48,0.08,-0.04,0.08,-0.02,0.46,NULL,N,4.26279,4.32337,0.07868,4.25413,1.846,1.845,0.4935,0.4935,0.5019,0.4926,67.0657,47.778,53.862
Jabari Blash,28,518466,blashja01,2018,LAA,1,AL,45,24,117.3,-5.92,-0.71,0.00,-3.00,0.00,0.00,0.00,0.00,-3.00,-0.91,0.00,1.61,-8.9,-10.5,-7.5,-3.9,-1.08,-0.78,-0.37,-0.92,-0.37,-0.62,0.16,NULL,N,4.26448,4.57865,0.08136,4.51147,1.861,1.876,0.4543,0.4670,0.4834,0.4931,-5.6988,14.229,16.103
Jeremy Bleich,31,542946,bleicje01,2018,OAK,1,AL,0,1,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,Y,4.57865,4.57865,0.08136,4.57865,1.880,1.880,0.5000,0.5000,0.5000,0.5000,NULL,0.000,0.000
Richard Bleier,31,542947,bleieri01,2018,BAL,1,AL,0,2,32.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,556000,Y,4.57865,4.57865,0.08136,4.57865,1.880,1.880,0.5000,0.5000,0.5000,0.5000,NULL,0.000,0.000
Jerry Blevins,34,460283,blevije01,2018,NYM,1,NL,2,60,42.7,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.00,0.5,0.5,0.5,0.0,0.05,0.05,-0.05,0.05,-0.05,0.05,0.00,7000000,Y,4.33203,4.32337,0.07868,4.32229,1.850,1.849,0.5009,0.5009,0.5000,0.4999,182.6060,0.632,0.804
Xander Bogaerts,25,593428,bogaexa01,2018,BOS,1,AL,580,136,1183.3,27.36,1.77,-1.57,-14.00,-2.00,0.00,0.00,2.00,-14.00,7.22,0.00,20.74,41.5,20.8,34.8,-6.8,2.28,3.62,-0.54,4.25,-0.54,5.59,1.97,7050000,N,4.83438,4.57865,0.08136,4.42616,1.895,1.871,0.5152,0.5257,0.4949,0.4842,134.5267,187.804,217.461
Jorge Bonifacio,25,593528,bonifjo01,2018,KCR,1,AL,270,69,568.7,-4.99,-1.25,0.98,-1.00,0.00,-1.00,0.00,-3.00,-5.00,-2.99,0.00,9.67,-3.6,-13.3,-8.3,-8.0,-1.27,-0.81,-0.74,-0.34,-0.74,0.12,0.93,NULL,N,4.45908,4.57865,0.08136,4.43845,1.873,1.872,0.4802,0.4876,0.4881,0.4854,84.4362,85.730,98.318
Ryan Borucki,24,621366,borucry01,2018,TOR,1,AL,0,0,97.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y,NULL,4.57865,0.08136,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.000,0.000
Christopher Bostick,25,607471,bostich01,2018,MIA,2,NL,16,13,14.0,-0.57,-0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.52,-0.3,-0.8,-0.8,0.0,-0.09,-0.08,-0.01,-0.03,-0.01,-0.02,0.06,NULL,N,4.26260,4.32337,0.07868,4.28337,1.846,1.847,0.4935,0.4935,0.5001,0.4957,68.4425,5.101,5.680
Christopher Bostick,25,607471,bostich01,2018,PIT,1,NL,2,2,1.0,-0.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,0.07,-0.5,-0.5,-0.5,0.0,-0.06,-0.06,0.00,-0.05,0.00,-0.05,0.01,NULL,N,4.05337,4.32337,0.07868,4.29087,1.833,1.847,0.4705,0.4705,0.4995,0.4965,-100.0000,0.643,0.819
David Bote,25,623520,boteda01,2018,CHC,1,NL,210,74,444.7,-1.43,-0.29,1.13,7.00,1.00,0.00,0.00,1.00,9.00,1.23,0.00,6.83,16.5,9.6,0.6,10.2,0.96,0.03,1.04,1.63,1.04,0.70,0.67,NULL,N,4.33202,4.32337,0.07868,4.23114,1.850,1.844,0.5141,0.5009,0.5149,0.4901,92.1417,69.720,78.090
Peter Bourjos,31,488721,bourjpe01,2018,ATL,1,NL,47,36,89.0,-2.01,0.09,0.38,1.00,0.00,1.00,0.00,0.00,2.00,-0.41,0.00,1.53,1.6,0.1,-2.0,1.6,-0.01,-0.22,0.14,0.15,0.14,-0.06,0.16,1000000,N,4.26920,4.32337,0.07868,4.28094,1.846,1.847,0.5002,0.4942,0.5047,0.4954,59.6677,15.097,18.432
Justin Bour,30,571506,bourju01,2018,MIA,1,NL,447,112,871.3,4.18,-3.50,-0.27,-1.00,0.00,0.00,0.00,-1.00,-2.00,-5.70,0.00,14.53,7.2,-7.3,-5.3,-7.7,-0.95,-0.66,-0.92,0.48,-0.92,0.77,1.43,3400000,N,4.27614,4.32337,0.07868,4.19366,1.846,1.841,0.4930,0.4949,0.4926,0.4860,110.2636,142.504,151.732
Justin Bour,30,571506,bourju01,2018,PHI,2,NL,54,29,62.0,-1.92,0.22,-0.02,-2.00,0.00,0.00,0.00,0.00,-2.00,-0.34,0.00,1.76,-2.3,-4.1,-2.1,-2.3,-0.46,-0.23,-0.27,-0.29,-0.27,-0.06,0.17,NULL,N,4.25233,4.32337,0.07868,4.26285,1.845,1.846,0.4850,0.4924,0.4914,0.4935,72.3712,17.793,20.619
Matt Bowman,27,621199,bowmama01,2018,STL,1,NL,1,21,23.0,-0.26,0.00,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.1,0.1,0.1,0.0,0.01,0.01,-0.02,0.01,-0.02,0.01,0.00,565900,Y,4.32718,4.32337,0.07868,4.32182,1.850,1.849,0.5004,0.5004,0.5000,0.4998,-100.0000,0.323,0.412
Brad Boxberger,30,502202,boxbebr01,2018,ARI,1,NL,0,58,53.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,-0.04,0.00,-0.04,0.00,0.00,1850000,Y,4.32337,4.32337,0.07868,4.32337,1.849,1.849,0.5000,0.5000,0.5000,0.5000,NULL,0.000,0.000
Matthew Boyd,27,571510,boydma01,2018,DET,1,AL,2,2,170.3,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.00,-0.2,-0.2,-0.2,0.0,-0.02,-0.02,0.00,-0.02,0.00,-0.02,0.00,562000,Y,4.45865,4.57865,0.08136,4.54282,1.873,1.878,0.4876,0.4876,0.5000,0.4963,-100.0000,0.645,0.844
Blaine Boyer,36,430641,boyerbl01,2018,KCR,1,AL,0,2,21.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1000000,Y,4.57865,4.57865,0.08136,4.57865,1.880,1.880,0.5000,0.5000,0.5000,0.5000,NULL,0.000,0.000
Brad Brach,32,542960,brachbr01,2018,ATL,2,NL,0,27,23.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,-0.02,0.00,-0.02,0.00,0.00,NULL,Y,4.32337,4.32337,0.07868,4.32337,1.849,1.849,0.5000,0.5000,0.5000,0.5000,NULL,0.000,0.000
Brad Brach,32,542960,brachbr01,2018,BAL,1,AL,0,5,39.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.01,0.00,0.01,0.00,0.00,5165000,Y,4.57865,4.57865,0.08136,4.57865,1.880,1.880,0.5000,0.5000,0.5000,0.5000,NULL,0.000,0.000
Silvino Bracho,25,611093,brachsi01,2018,ARI,1,NL,0,30,31.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,-0.02,0.00,-0.02,0.00,0.00,NULL,Y,4.32337,4.32337,0.07868,4.32337,1.849,1.849,0.5000,0.5000,0.5000,0.5000,NULL,0.000,0.000
Chasen Bradford,28,607473,bradfch02,2018,SEA,1,AL,0,0,53.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y,NULL,4.57865,0.08136,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.000,0.000
Archie Bradley,25,605151,bradlar01,2018,ARI,1,NL,0,71,71.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,-0.05,0.00,-0.05,0.00,0.00,581900,Y,4.32337,4.32337,0.07868,4.32337,1.849,1.849,0.5000,0.5000,0.5000,0.5000,NULL,0.000,0.000
Jackie Bradley Jr.,28,598265,bradlja02,2018,BOS,1,AL,535,144,1244.7,-5.60,3.59,0.14,1.00,0.00,2.00,0.00,-2.00,1.00,2.45,0.00,19.17,20.8,1.6,0.6,3.5,0.35,0.17,0.52,2.18,0.52,2.00,1.83,6100000,N,4.58268,4.57865,0.08136,4.44553,1.880,1.872,0.5011,0.5004,0.5025,0.4862,92.0377,173.233,200.929
Michael Brantley,31,488726,brantmi02,2018,CLE,1,AL,631,143,1199.3,19.74,3.20,-0.97,-3.00,0.00,0.00,0.00,1.00,-2.00,-5.74,0.00,21.81,36.0,14.2,16.2,-7.7,1.67,1.77,-0.64,3.74,-0.64,3.84,2.07,11500000,N,4.69215,4.57865,0.08136,4.42616,1.886,1.871,0.5101,0.5115,0.4944,0.4842,123.8291,202.915,240.597
Ryan Brasier,30,518489,brasiry01,2018,BOS,1,AL,0,3,33.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,Y,4.57865,4.57865,0.08136,4.57865,1.880,1.880,0.5000,0.5000,0.5000,0.5000,NULL,0.000,0.000
Steven Brault,26,643230,braulst01,2018,PIT,1,NL,21,43,91.7,-2.57,-0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,3.16,0.01,0.5,0.5,0.5,0.0,0.05,0.06,-0.03,0.05,-0.03,0.06,0.00,557000,Y,4.33523,4.32337,0.07868,4.30750,1.850,1.848,0.5013,0.5013,0.5001,0.4983,8.0698,6.752,8.192
Ryan Braun,34,460075,braunry02,2018,MIL,1,NL,447,125,852.3,1.55,-1.13,0.49,0.00,0.00,-2.00,0.00,1.00,-1.00,-5.00,0.00,14.53,9.4,-5.1,-4.1,-6.0,-0.72,-0.53,-0.74,0.70,-0.74,0.89,1.42,20000000,N,4.29065,4.32337,0.07868,4.20715,1.847,1.842,0.4956,0.4965,0.4949,0.4875,106.4982,146.298,170.424
John Brebbia,28,605154,brebbjo01,2018,STL,1,NL,2,43,50.7,-0.53,0.00,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.00,0.0,0.0,0.0,0.0,0.00,0.00,-0.03,0.00,-0.03,0.00,0.00,NULL,Y,4.32267,4.32337,0.07868,4.32186,1.849,1.849,0.4999,0.4999,0.5000,0.4998,-100.0000,0.646,0.823
Alex Bregman,24,608324,bregmal01,2018,HOU,1,AL,705,157,1404.0,43.85,0.96,-1.17,0.00,0.00,0.00,0.00,0.00,0.00,4.42,0.00,23.94,72.0,48.1,48.1,4.4,5.07,4.96,0.63,7.34,0.63,7.23,2.27,599000,N,4.88476,4.57865,0.08136,4.42616,1.897,1.871,0.5307,0.5307,0.5029,0.4842,152.4791,223.838,246.332
Colten Brewer,25,605155,breweco01,2018,SDP,1,NL,0,10,9.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,-0.01,0.00,-0.01,0.00,0.00,545000,Y,4.32337,4.32337,0.07868,4.32337,1.849,1.849,0.5000,0.5000,0.5000,0.5000,NULL,0.000,0.000
Austin Brice,26,592169,briceau01,2018,CIN,1,NL,1,32,37.3,-0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.00,-0.1,-0.1,-0.1,0.0,-0.01,-0.01,-0.02,-0.01,-0.02,-0.01,0.00,547500,Y,4.31962,4.32337,0.07868,4.32235,1.849,1.849,0.4996,0.4996,0.5000,0.4999,-100.0000,0.330,0.421
Jose Briceno,25,593993,bricejo01,2018,LAA,1,AL,128,46,304.0,-1.76,-0.66,-0.43,0.00,0.00,0.00,2.00,-1.00,1.00,2.14,0.00,4.59,4.9,0.3,-0.7,3.1,0.08,-0.04,0.37,0.51,0.37,0.39,0.43,NULL,N,4.56321,4.57865,0.08136,4.47895,1.879,1.874,0.5006,0.4984,0.5070,0.4897,87.7789,40.157,48.309
Parker Bridwell,26,592170,bridwpa01,2018,LAA,1,AL,0,0,6.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y,NULL,4.57865,0.08136,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.000,0.000
Jeff Brigham,26,656257,brighje01,2018,MIA,1,NL,4,4,16.3,-0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.62,0.00,0.6,0.6,0.6,0.0,0.06,0.06,0.00,0.06,0.00,0.06,0.00,NULL,Y,4.46337,4.32337,0.07868,4.29087,1.858,1.847,0.5148,0.5148,0.5003,0.4965,86.7718,0.956,1.217
Lewis Brinson,24,621446,brinsle01,2018,MIA,1,NL,406,109,889.3,-20.53,-0.54,1.10,2.00,0.00,-2.00,0.00,-2.00,-2.00,2.41,0.00,13.20,-6.4,-19.6,-17.6,0.4,-2.26,-1.99,-0.04,-0.95,-0.04,-0.68,1.31,545000,N,4.16227,4.32337,0.07868,4.20231,1.839,1.842,0.4806,0.4825,0.5004,0.4869,58.3656,129.114,154.977
Socrates Brito,25,593647,britoso01,2018,ARI,1,NL,44,24,84.0,-3.64,-0.36,0.00,1.00,0.00,0.00,0.00,0.00,1.00,-0.48,0.00,1.43,-2.1,-3.5,-4.5,0.5,-0.40,-0.50,0.04,-0.26,0.04,-0.36,0.14,NULL,N,4.13670,4.32337,0.07868,4.26379,1.838,1.846,0.4842,0.4797,0.5023,0.4936,26.8475,14.665,17.048
