,name,college,lat,lng
2698,Jordan McRae,University of Tennessee,35.9544013,-83.92945639999999
2699,Thales McReynolds,Miles College,33.4809908,-86.9088552
2700,Josh McRoberts,Duke University,36.0014258,-78.9382286
2701,Eric McWilliams,"California State University, Long Beach",33.7838235,-118.1140904
2702,George Mearns,University of Rhode Island,41.4860647,-71.5308537
2704,Darnell Mee,Western Kentucky University,36.983537,-86.4573752
2705,Jodie Meeks,University of Kentucky,38.0306511,-84.5039697
2706,Cliff Meely,University of Colorado,40.00758099999999,-105.2659417
2707,Scott Meents,University of Illinois at Urbana-Champaign,40.1019523,-88.2271615
2708,Dick Mehen,University of Tennessee,35.9544013,-83.92945639999999
2709,Monk Meineke,University of Dayton,39.7393,-84.17996749999999
2710,Carl Meinhold,Long Island University,40.6912319,-73.98106589999999
2712,Gal Mekel,Wichita State University,37.7186367,-97.29414140000002
2713,Bill Melchionni,Villanova University,40.0378952,-75.34333149999999
2714,Gary Melchionni,Duke University,36.0014258,-78.9382286
2715,Fab Melo,Syracuse University,43.0391534,-76.1351158
2716,Ed Melvin,Duquesne University,40.4367914,-79.989232
2717,Dean Meminger,Marquette University,43.0388337,-87.92856669999999
2718,Chuck Mencel,University of Minnesota,44.97399,-93.2277285
2719,John Mengelt,Auburn University,32.5933574,-85.4951663
2720,Ken Menke,University of Illinois at Urbana-Champaign,40.1019523,-88.2271615
2721,Pops Mensah-Bonsu,George Washington University,38.8997145,-77.0485992
2722,Dewitt Menyard,University of Utah,40.7649368,-111.8421021
2723,Ron Mercer,University of Kentucky,38.0306511,-84.5039697
2724,Joe Meriweather,Southern Illinois University,37.7100209,-89.2225941
2725,Porter Meriwether,Tennessee State University,36.1668224,-86.8275815
2726,Tom Meschery,Saint Mary's College of California,37.8413472,-122.1101354
2727,Bill Meyer,Hiram College,41.3107999,-81.14399879999999
2728,Loren Meyer,Iowa State University,42.0266187,-93.6464654
2729,Dave Meyers,"University of California, Los Angeles",34.068921,-118.4451811
2731,Larry Micheaux,University of Houston,29.7199489,-95.3422334
2732,Jordan Mickey,Louisiana State University,30.4132579,-91.1800023
2733,Khris Middleton,Texas A&M University,30.6187558,-96.33647719999999
2735,Chris Mihm,University of Texas at Austin,30.2849185,-97.7340567
2736,Ed Mikan,DePaul University,41.9247559,-87.6566465
2737,George Mikan,DePaul University,41.9247559,-87.6566465
2738,Larry Mikan,University of Minnesota,44.97399,-93.2277285
2739,Vern Mikkelsen,Hamline University,44.9656861,-93.1650999
2740,Al Miksis,Western Illinois University,40.4766148,-90.68435989999999
2741,Aaron Miles,University of Kansas,38.9543439,-95.2557961
2744,Eddie Miles,Seattle University,47.6091765,-122.3178465
2747,Nat Militzok,Cornell University,42.4534492,-76.4735027
2748,Andre Miller,University of Utah,40.7649368,-111.8421021
2749,Anthony Miller,Michigan State University,42.701848,-84.4821719
2750,Bill Miller,University of North Carolina,35.9049122,-79.0469134
2751,Bob Miller,University of Cincinnati,39.1329219,-84.51495039999999
2752,Brad Miller,Purdue University,40.4237054,-86.92119459999999
2753,Darius Miller,University of Kentucky,38.0306511,-84.5039697
2754,Dick Miller,University of Toledo,41.6578804,-83.6142374
2755,Eddie Miller,Syracuse University,43.0391534,-76.1351158
2756,Harry Miller,University of North Carolina,35.9049122,-79.0469134
2757,Jay Miller,University of Notre Dame,41.7055716,-86.2353388
2758,Larry Miller,University of North Carolina,35.9049122,-79.0469134
2759,Malcolm Miller,College of the Holy Cross,42.2392391,-71.8079608
2760,Mike Miller,University of Florida,29.6436325,-82.3549302
2761,Oliver Miller,University of Arkansas,36.0686895,-94.1748471
2762,Quincy Miller,Baylor University,31.5469132,-97.1210998
2763,Reggie Miller,"University of California, Los Angeles",34.068921,-118.4451811
2764,Walt Miller,Duquesne University,40.4367914,-79.989232
2765,Chris Mills,University of Arizona,32.2318851,-110.9501094
2766,John Mills,Western Kentucky University,36.983537,-86.4573752
2767,Patty Mills,Saint Mary's College of California,37.8413472,-122.1101354
2768,Terry Mills,University of Michigan,42.2780436,-83.7382241
2769,Elijah Millsap,University of Alabama at Birmingham,33.5019893,-86.8064433
2770,Paul Millsap,Louisiana Tech University,32.5282644,-92.6499298
2771,Harold Miner,University of Southern California,34.0223519,-118.285117
2773,Dirk Minniefield,University of Kentucky,38.0306511,-84.5039697
2774,Dave Minor,"University of California, Los Angeles",34.068921,-118.4451811
2775,Greg Minor,University of Louisville,38.2122761,-85.75850229999999
2776,Mark Minor,Ohio State University,40.0068363,-83.0306222
2778,Wat Misaka,University of Utah,40.7649368,-111.8421021
2779,Jason Miskiri,George Mason University,38.8298118,-77.3073606
2780,Donovan Mitchell,University of Louisville,38.2122761,-85.75850229999999
2781,Leland Mitchell,Mississippi State University,33.4551742,-88.79437659999999
2782,Mike Mitchell,Auburn University,32.5933574,-85.4951663
2783,Murray Mitchell,Sam Houston State University,30.7129974,-95.5472905
2784,Sam Mitchell,Mercer University,32.8288186,-83.64977689999999
2785,Todd Mitchell,Purdue University,40.4237054,-86.92119459999999
2786,Tony Mitchell,University of Alabama,33.2140233,-87.5391418
2787,Tony Mitchell,University of North Texas,33.207488,-97.1525862
2788,Steve Mix,University of Toledo,41.6578804,-83.6142374
2789,Bill Mlkvy,Temple University,39.9805942,-75.1557376
2790,Cuttino Mobley,University of Rhode Island,41.4860647,-71.5308537
2791,Eric Mobley,University of Pittsburgh,40.4443533,-79.960835
2792,Doug Moe,University of North Carolina,35.9049122,-79.0469134
2793,Larry Moffett,"University of Nevada, Las Vegas",36.1085197,-115.1431709
2794,Leo Mogus,Youngstown State University,41.1066413,-80.6480952
2795,Nazr Mohammed,University of Kentucky,38.0306511,-84.5039697
2796,Jerome Moiso,"University of California, Los Angeles",34.068921,-118.4451811
2797,Paul Mokeski,University of Kansas,38.9543439,-95.2557961
2798,Jack Molinas,Columbia University,40.8075355,-73.9625727
2799,Wayne Molis,Lewis University,41.6050295,-88.0805608
2800,Sidney Moncrief,University of Arkansas,36.0686895,-94.1748471
2801,Eric Money,University of Arizona,32.2318851,-110.9501094
2803,Malik Monk,University of Kentucky,38.0306511,-84.5039697
2804,Earl Monroe,Winston-Salem State University,36.0891924,-80.22530739999999
2805,Greg Monroe,Georgetown University,38.9076089,-77.07225849999999
2806,Rodney Monroe,North Carolina State University,35.7846633,-78.6820946
2807,Luis Montero,Westchester CC,40.9978586,-73.6988693
2808,Howie Montgomery,University of Texas-Pan American,26.3074672,-98.174185
2809,Eric Montross,University of North Carolina,35.9049122,-79.0469134
2810,Jamario Moon,Meridian Community College,32.3674686,-88.7331605
2811,Jim Mooney,Villanova University,40.0378952,-75.34333149999999
2812,Andre Moore,Loyola University of Chicago,41.9987765,-87.6582585
2813,E'Twaun Moore,Purdue University,40.4237054,-86.92119459999999
2814,Gene Moore,Saint Louis University,38.6346955,-90.23405869999999
2815,Jackie Moore,La Salle University,40.0386037,-75.1566354
2816,Johnny Moore,University of Texas at Austin,30.2849185,-97.7340567
2818,Lowes Moore,West Virginia University,39.6480359,-79.9697147
2819,Mikki Moore,University of Nebraska,40.8201966,-96.70047629999999
2820,Otto Moore,University of Texas-Pan American,26.3074672,-98.174185
2821,Richard Moore,Hiram Scott College,,
2822,Ron Moore,West Virginia State University,38.3789586,-81.7665882
2823,Tracy Moore,University of Tulsa,36.1520526,-95.94607529999999
2824,Eric Moreland,Oregon State University,44.5637806,-123.2794443
2825,Jackie Moreland,Louisiana Tech University,32.5282644,-92.6499298
2826,Guy Morgan,Wake Forest University,36.1355052,-80.2791958
2827,Rex Morgan,Jacksonville University,30.3530584,-81.6066798
2828,Elmore Morgenthaler,New Mexico Institute of Mining and Technology,34.065993,-106.905611
2829,Darren Morningstar,University of Pittsburgh,40.4443533,-79.960835
2830,Chris Morris,Auburn University,32.5933574,-85.4951663
2831,Darius Morris,University of Michigan,42.2780436,-83.7382241
2832,Isaiah Morris,University of Arkansas,36.0686895,-94.1748471
2833,Marcus Morris,University of Kansas,38.9543439,-95.2557961
2834,Markieff Morris,University of Kansas,38.9543439,-95.2557961
2835,Max Morris,Northwestern University,42.0564594,-87.67526699999999
2836,Monte Morris,Iowa State University,42.0266187,-93.6464654
2837,Randolph Morris,University of Kentucky,38.0306511,-84.5039697
2838,Terence Morris,University of Maryland,38.9869183,-76.9425543
2839,Adam Morrison,Gonzaga University,47.66703210000001,-117.4014343
2840,John Morrison,Canisius College,42.9248338,-78.8514848
2841,Mike Morrison,Loyola College in Maryland,39.3463882,-76.6210078
2842,Red Morrison,University of Idaho,46.7288124,-117.0126084
2843,Anthony Morrow,Georgia Institute of Technology,33.7756178,-84.39628499999999
2844,Dwayne Morton,University of Louisville,38.2122761,-85.75850229999999
2845,John Morton,Seton Hall University,40.7433773,-74.2465446
2846,Richard Morton,"California State University, Fullerton",33.8829226,-117.8869261
2847,Glenn Mosley,Seton Hall University,40.7433773,-74.2465446
2848,Perry Moss,Northeastern University,42.3398067,-71.0891717
2849,Lawrence Moten,Syracuse University,43.0391534,-76.1351158
2851,Johnathan Motley,Baylor University,31.5469132,-97.1210998
2852,Hanno Mottola,University of Utah,40.7649368,-111.8421021
2853,Arnett Moultrie,Mississippi State University,33.4551742,-88.79437659999999
2854,Rick Mount,Purdue University,40.4237054,-86.92119459999999
2855,Alonzo Mourning,Georgetown University,38.9076089,-77.07225849999999
2857,Chuck Mrazovich,Eastern Kentucky University,37.7353214,-84.298672
2859,Erwin Mueller,University of San Francisco,37.7765643,-122.4507187
2860,Shabazz Muhammad,"University of California, Los Angeles",34.068921,-118.4451811
2861,Joe Mullaney,College of the Holy Cross,42.2392391,-71.8079608
2862,Bob Mullens,Fordham University,40.8620404,-73.88569869999999
2863,Byron Mullens,Ohio State University,40.0068363,-83.0306222
2864,Chris Mullin,St. John's University,40.7220627,-73.79421119999999
2865,Jeff Mullins,Duke University,36.0014258,-78.9382286
2866,Todd Mundt,Delta State University,33.7453784,-90.7354508
2867,Xavier Munford,University of Rhode Island,41.4860647,-71.5308537
2868,Chris Munk,University of Southern California,34.0223519,-118.285117
2869,George Munroe,Dartmouth College,43.7044406,-72.2886935
2870,Eric Murdock,Providence College,41.8440925,-71.4381653
2872,Allen Murphy,University of Louisville,38.2122761,-85.75850229999999
2873,Calvin Murphy,Niagara University,43.1369816,-79.0349955
2874,Dick Murphy,Manhattan College,40.88978230000001,-73.9027188
2875,Erik Murphy,University of Florida,29.6436325,-82.3549302
2876,Jay Murphy,Boston College,42.3355488,-71.16849450000001
2878,Kevin Murphy,Tennessee Technological University,36.1757592,-85.5086374
2879,Ronnie Murphy,Jacksonville University,30.3530584,-81.6066798
2880,Tod Murphy,"University of California, Irvine",33.6404952,-117.8442962
2881,Troy Murphy,University of Notre Dame,41.7055716,-86.2353388
2882,Dejounte Murray,University of Washington,47.6912794,-122.3176141
2883,Jamal Murray,University of Kentucky,38.0306511,-84.5039697
2884,Ken Murray,St. Bonaventure University,42.0794875,-78.48427029999999
2885,Lamond Murray,University of California,37.8718992,-122.2585399
2886,Ronald Murray,Shaw University,35.771043,-78.6379262
2887,Tracy Murray,"University of California, Los Angeles",34.068921,-118.4451811
2888,Willie Murrell,Kansas State University,39.1974437,-96.5847249
2889,Dorie Murrey,University of Detroit Mercy,42.4141556,-83.1379932
2890,Toure' Murry,Wichita State University,37.7186367,-97.29414140000002
2891,Mike Muscala,Bucknell University,40.9547722,-76.88507589999999
2892,Angelo Musi,Temple University,39.9805942,-75.1557376
2893,Jerrod Mustaf,University of Maryland,38.9869183,-76.9425543
2894,Dikembe Mutombo,Georgetown University,38.9076089,-77.07225849999999
2896,Pete Myers,University of Arkansas at Little Rock,34.7240568,-92.3388872
2897,Hamady N'Diaye,Rutgers University,40.5008186,-74.44739910000001
2898,Makhtar N'Diaye,University of North Carolina,35.9049122,-79.0469134
2899,Mamadou N'Diaye,Auburn University,32.5933574,-85.4951663
2901,Bob Naber,University of Louisville,38.2122761,-85.75850229999999
2902,Boris Nachamkin,New York University,40.72951339999999,-73.9964609
2904,Abdel Nader,Iowa State University,42.0266187,-93.6464654
2905,Jerry Nagel,Loyola University of Chicago,41.9987765,-87.6582585
2906,Fritz Nagy,University of Akron,41.0770227,-81.5114462
2907,Lee Nailon,Texas Christian University,32.7095936,-97.3635602
2908,Eduardo Najera,University of Oklahoma,35.2058936,-97.4457137
2909,Larry Nance,Clemson University,34.6738437,-82.8368654
2910,Larry Nance,University of Wyoming,41.3148754,-105.5665744
2911,Shabazz Napier,University of Connecticut,41.8077414,-72.2539805
2912,Paul Napolitano,University of San Francisco,37.7765643,-122.4507187
2913,Bob Nash,University of Hawaii,21.296939,-157.8171118
2914,Cotton Nash,University of Kentucky,38.0306511,-84.5039697
2915,Steve Nash,Santa Clara University,37.3496418,-121.9389875
2916,Swen Nater,"University of California, Los Angeles",34.068921,-118.4451811
2917,Howard Nathan,University of Louisiana at Monroe,32.5267122,-92.07317909999999
2918,Calvin Natt,University of Louisiana at Monroe,32.5267122,-92.07317909999999
2919,Kenny Natt,University of Louisiana at Monroe,32.5267122,-92.07317909999999
2920,Willie Naulls,"University of California, Los Angeles",34.068921,-118.4451811
2922,Maurice Ndour,Ohio University,39.324358,-82.10138889999999
2923,Craig Neal,Georgia Institute of Technology,33.7756178,-84.39628499999999
2924,Gary Neal,Towson University,39.3925121,-76.61263919999999
2925,Jim Neal,Wofford College,34.9580657,-81.9344902
2926,Lloyd Neal,Tennessee State University,36.1668224,-86.8275815
2927,Ed Nealy,Kansas State University,39.1974437,-96.5847249
2929,Al Negratti,Seton Hall University,40.7433773,-74.2465446
2930,Barry Nelson,Duquesne University,40.4367914,-79.989232
2931,DeMarcus Nelson,Duke University,36.0014258,-78.9382286
2932,Don Nelson,University of Iowa,41.6626963,-91.5548998
2933,Jameer Nelson,Saint Joseph's University,39.9951217,-75.23993279999999
2934,Louie Nelson,University of Washington,47.6912794,-122.3176141
2935,Ron Nelson,University of New Mexico,35.0843187,-106.6197812
2936,Ruben Nembhard,Weber State University,41.19246820000001,-111.9444959
2937,Dick Nemelka,Brigham Young University,40.2518435,-111.6493156
2938,Tyrone Nesby,"University of Nevada, Las Vegas",36.1085197,-115.1431709
2939,Martin Nessley,Duke University,36.0014258,-78.9382286
2942,Bob Netolicky,Drake University,41.60125130000001,-93.65467079999999
2943,Johnny Neumann,University of Mississippi,34.3647324,-89.538443
2944,Paul Neumann,Stanford University,37.4274745,-122.169719
2945,Chuck Nevitt,North Carolina State University,35.7846633,-78.6820946
2946,Melvin Newbern,University of Minnesota,44.97399,-93.2277285
2947,Ivano Newbill,Georgia Institute of Technology,33.7756178,-84.39628499999999
2948,Ira Newble,Miami University,39.5105334,-84.73087679999999
2949,Mike Newlin,University of Utah,40.7649368,-111.8421021
2950,Johnny Newman,University of Richmond,37.5751669,-77.5407146
2951,Dave Newmark,Columbia University,40.8075355,-73.9625727
2952,Bill Newton,Louisiana State University,30.4132579,-91.1800023
2953,Georges Niang,Iowa State University,42.0266187,-93.6464654
2954,Demetris Nichols,Syracuse University,43.0391534,-76.1351158
2955,Jack Nichols,University of Washington,47.6912794,-122.3176141
2956,Andrew Nicholson,St. Bonaventure University,42.0794875,-78.48427029999999
