,name,college,lat,lng
2240,Travis Knight,University of Connecticut,41.8077414,-72.2539805
2241,Lee Knorek,University of Detroit Mercy,42.4141556,-83.1379932
2242,Dick Knostman,Kansas State University,39.1974437,-96.5847249
2243,Rod Knowles,Davidson College,35.5008018,-80.8446725
2244,Bart Kofoed,University of Nebraska at Kearney,40.7011879,-99.1014292
2245,Don Kojis,Marquette University,43.0388337,-87.92856669999999
2246,Milo Komenich,University of Wyoming,41.3148754,-105.5665744
2247,Howard Komives,Bowling Green State University,41.3797788,-83.6300826
2248,Jon Koncak,Southern Methodist University,32.8412178,-96.78451749999999
2249,Tom Kondla,University of Minnesota,44.97399,-93.2277285
2250,Bud Koper,Oklahoma City University,35.495481,-97.54101109999999
2251,Joe Kopicki,University of Detroit Mercy,42.4141556,-83.1379932
2253,Frank Kornet,Vanderbilt University,36.1447034,-86.8026551
2255,Kyle Korver,Creighton University,41.2655521,-95.94638619999999
2256,Tony Koski,Providence College,41.8440925,-71.4381653
2257,Len Kosmalski,University of Tennessee,35.9544013,-83.92945639999999
2258,Andy Kostecka,Georgetown University,38.9076089,-77.07225849999999
2259,Harold Kottman,Culver-Stockton College,40.1290996,-91.53354069999999
2260,Kosta Koufos,Ohio State University,40.0068363,-83.0306222
2261,Tom Kozelko,University of Toledo,41.6578804,-83.6142374
2262,Ronald Kozlicki,Northwestern University,42.0564594,-87.67526699999999
2263,Arvid Kramer,Augustana College (SD),43.5224294,-96.73936359999999
2264,Barry Kramer,New York University,40.72951339999999,-73.9964609
2265,Joel Kramer,San Diego State University,32.7759894,-117.0712533
2266,Steven Kramer,Brigham Young University,40.2518435,-111.6493156
2267,Dan Kraus,Georgetown University,38.9076089,-77.07225849999999
2268,Herb Krautblatt,Rider University,40.2788009,-74.73798839999999
2270,Jim Krebs,Southern Methodist University,32.8412178,-96.78451749999999
2271,Wayne Kreklow,Drake University,41.60125130000001,-93.65467079999999
2272,Tommy Kron,University of Kentucky,38.0306511,-84.5039697
2273,Tom Kropp,University of Nebraska at Kearney,40.7011879,-99.1014292
2275,Larry Krystkowiak,University of Montana,46.8600672,-113.9852081
2276,Steve Kuberski,Bradley University,40.6977743,-89.6153484
2277,Leo Kubiak,Bowling Green State University,41.3797788,-83.6300826
2278,Bruce Kuczenski,University of Connecticut,41.8077414,-72.2539805
2279,Frank Kudelka,Saint Mary's College of California,37.8413472,-122.1101354
2280,John Kuester,University of North Carolina,35.9049122,-79.0469134
2281,Ray Kuka,University of Notre Dame,41.7055716,-86.2353388
2283,Kevin Kunnert,University of Iowa,41.6626963,-91.5548998
2284,Terry Kunze,University of Minnesota,44.97399,-93.2277285
2285,Mitch Kupchak,University of North Carolina,35.9049122,-79.0469134
2286,C.J. Kupec,University of Michigan,42.2780436,-83.7382241
2287,Rob Kurz,University of Notre Dame,41.7055716,-86.2353388
2289,Kyle Kuzma,University of Utah,40.7649368,-111.8421021
2292,Skal Labissiere,University of Kentucky,38.0306511,-84.5039697
2293,Reggie Lacefield,Western Michigan University,42.2826709,-85.6146739
2294,Edgar Lacey,"University of California, Los Angeles",34.068921,-118.4451811
2295,Sam Lacey,New Mexico State University,32.2787745,-106.7479059
2296,Bob Lackey,Marquette University,43.0388337,-87.92856669999999
2297,Fred LaCour,University of San Francisco,37.7765643,-122.4507187
2298,Wendell Ladner,University of Southern Mississippi,31.3298668,-89.33345349999999
2299,Christian Laettner,Duke University,36.0014258,-78.9382286
2300,Oliver Lafayette,University of Houston,29.7199489,-95.3422334
2301,Raef LaFrentz,University of Kansas,38.9543439,-95.2557961
2302,Tom LaGarde,University of North Carolina,35.9049122,-79.0469134
2303,Bill Laimbeer,University of Notre Dame,41.7055716,-86.2353388
2304,Pete Lalich,Ohio University,39.324358,-82.10138889999999
2305,Bo Lamar,University of Louisiana at Lafayette,30.2114404,-92.0204121
2306,Doron Lamb,University of Kentucky,38.0306511,-84.5039697
2307,Jeremy Lamb,University of Connecticut,41.8077414,-72.2539805
2308,John Lambert,University of Southern California,34.0223519,-118.285117
2309,Jeff Lamp,University of Virginia,38.0335529,-78.5079772
2311,Jim Lampley,University of Arkansas at Little Rock,34.7240568,-92.3388872
2312,Sean Lampley,University of California,37.8718992,-122.2585399
2313,Carl Landry,Purdue University,40.4237054,-86.92119459999999
2314,Marcus Landry,University of Wisconsin,43.076592,-89.4124875
2315,Mark Landsberger,Arizona State University,33.4242399,-111.9280527
2316,Jerome Lane,University of Pittsburgh,40.4443533,-79.960835
2317,Andrew Lang,University of Arkansas,36.0686895,-94.1748471
2318,Antonio Lang,Duke University,36.0014258,-78.9382286
2320,Trajan Langdon,Duke University,36.0014258,-78.9382286
2321,Keith Langford,University of Kansas,38.9543439,-95.2557961
2322,Dan Langhi,Vanderbilt University,36.1447034,-86.8026551
2323,Bob Lanier,St. Bonaventure University,42.0794875,-78.48427029999999
2324,Stu Lantz,University of Nebraska,40.8201966,-96.70047629999999
2326,York Larese,University of North Carolina,35.9049122,-79.0469134
2327,Shane Larkin,University of Miami,25.7178924,-80.2746368
2328,Rusty LaRue,Wake Forest University,36.1355052,-80.2791958
2329,Rudy LaRusso,Dartmouth College,43.7044406,-72.2886935
2330,John Laskowski,Indiana University,39.1754487,-86.512627
2331,Stephane Lasme,University of Massachusetts Amherst,42.3867598,-72.5300515
2332,Dave Lattin,University of Texas at El Paso,31.7709368,-106.5046405
2333,Priest Lauderdale,Central State University,39.7151376,-83.87734669999999
2334,Rich Laurel,Hofstra University,40.7166872,-73.5993965
2335,Harry Laurie,Saint Peter's College,40.7272231,-74.0715029
2336,Walt Lautenbach,University of Wisconsin,43.076592,-89.4124875
2338,Tony Lavelli,Yale University,41.3163244,-72.92234309999999
2339,Zach LaVine,"University of California, Los Angeles",34.068921,-118.4451811
2340,Bob Lavoy,Western Kentucky University,36.983537,-86.4573752
2341,Acie Law,Texas A&M University,30.6187558,-96.33647719999999
2342,Gani Lawal,Georgia Institute of Technology,33.7756178,-84.39628499999999
2343,Edmund Lawrence,McNeese State University,30.1788135,-93.21685680000002
2344,Jason Lawson,Villanova University,40.0378952,-75.34333149999999
2345,Ty Lawson,University of North Carolina,35.9049122,-79.0469134
2346,Jake Layman,University of Maryland,38.9869183,-76.9425543
2347,Mo Layton,University of Southern California,34.0223519,-118.285117
2348,T.J. Leaf,"University of California, Los Angeles",34.068921,-118.4451811
2349,Manny Leaks,Niagara University,43.1369816,-79.0349955
2350,Hal Lear,Temple University,39.9805942,-75.1557376
2351,Allen Leavell,Oklahoma City University,35.495481,-97.54101109999999
2352,Jeff Lebo,University of North Carolina,35.9049122,-79.0469134
2353,Eric Leckner,University of Wyoming,41.3148754,-105.5665744
2355,Butch Lee,Marquette University,43.0388337,-87.92856669999999
2356,Clyde Lee,Vanderbilt University,36.1447034,-86.8026551
2357,Courtney Lee,Western Kentucky University,36.983537,-86.4573752
2358,David Lee,University of San Francisco,37.7765643,-122.4507187
2359,David Lee,University of Florida,29.6436325,-82.3549302
2360,Dick Lee,University of Washington,47.6912794,-122.3176141
2361,Doug Lee,Purdue University,40.4237054,-86.92119459999999
2362,George Lee,University of Michigan,42.2780436,-83.7382241
2363,Greg Lee,"University of California, Los Angeles",34.068921,-118.4451811
2364,Keith Lee,University of Memphis,35.1187498,-89.9374928
2365,Kurk Lee,Towson University,39.3925121,-76.61263919999999
2366,Malcolm Lee,"University of California, Los Angeles",34.068921,-118.4451811
2367,Rock Lee,San Diego State University,32.7759894,-117.0712533
2368,Ron Lee,University of Oregon,44.0448302,-123.0726055
2369,Russ Lee,Marshall University,38.4235252,-82.42641449999999
2370,Ed Leede,Dartmouth College,43.7044406,-72.2886935
2371,Hank Lefkowitz,Case Western Reserve University,41.5043413,-81.6083838
2372,Tim Legler,La Salle University,40.0386037,-75.1566354
2373,George Lehmann,Campbell University,35.4083451,-78.7394405
2374,Alex Len,University of Maryland,38.9869183,-76.9425543
2375,Voshon Lenard,University of Minnesota,44.97399,-93.2277285
2376,Leary Lentz,University of Houston,29.7199489,-95.3422334
2377,Gary Leonard,University of Missouri,38.9403808,-92.32773750000001
2378,Kawhi Leonard,San Diego State University,32.7759894,-117.0712533
2379,Meyers Leonard,University of Illinois at Urbana-Champaign,40.1019523,-88.2271615
2380,Slick Leonard,Indiana University,39.1754487,-86.512627
2381,Jim Les,Bradley University,40.6977743,-89.6153484
2382,Travis Leslie,University of Georgia,33.9480053,-83.3773221
2383,Ronnie Lester,University of Iowa,41.6626963,-91.5548998
2384,Clifford Lett,University of Florida,29.6436325,-82.3549302
2385,Jon Leuer,University of Wisconsin,43.076592,-89.4124875
2386,Andrew Levane,St. John's University,40.7220627,-73.79421119999999
2387,Fat Lever,Arizona State University,33.4242399,-111.9280527
2388,Caris LeVert,University of Michigan,42.2780436,-83.7382241
2389,Cliff Levingston,Wichita State University,37.7186367,-97.29414140000002
2390,Bobby Lewis,University of North Carolina,35.9049122,-79.0469134
2391,Cedric Lewis,University of Maryland,38.9869183,-76.9425543
2392,Freddie Lewis,Eastern Kentucky University,37.7353214,-84.298672
2393,Freddie Lewis,Arizona State University,33.4242399,-111.9280527
2394,Grady Lewis,University of Oklahoma,35.2058936,-97.4457137
2395,Martin Lewis,Seward County Community College,37.0596806,-100.9183716
2396,Mike Lewis,Duke University,36.0014258,-78.9382286
2397,Quincy Lewis,University of Minnesota,44.97399,-93.2277285
2398,Ralph Lewis,La Salle University,40.0386037,-75.1566354
2400,Reggie Lewis,Northeastern University,42.3398067,-71.0891717
2401,Marcus Liberty,University of Illinois at Urbana-Champaign,40.1019523,-88.2271615
2402,Todd Lichti,Stanford University,37.4274745,-122.169719
2403,Barry Liebowitz,Long Island University,40.6912319,-73.98106589999999
2404,DeAndre Liggins,University of Kentucky,38.0306511,-84.5039697
2405,Bill Ligon,Vanderbilt University,36.1447034,-86.8026551
2407,Damian Lillard,Weber State University,41.19246820000001,-111.9444959
2408,Jeremy Lin,Harvard University,42.3770029,-71.11666009999999
2409,Steve Lingenfelter,South Dakota State University,44.319242,-96.7834503
2410,Alton Lister,Arizona State University,33.4242399,-111.9280527
2411,Samuel Little,Delta State University,33.7453784,-90.7354508
2412,Gene Littles,High Point University,35.9721829,-79.99517000000002
2413,Randy Livingston,Louisiana State University,30.4132579,-91.1800023
2415,Ron Livingstone,University of Wyoming,41.3148754,-105.5665744
2416,Horacio Llamas Grey,Grand Canyon University,33.5104954,-112.1299302
2417,Bobby Lloyd,Rutgers University,40.5008186,-74.44739910000001
2418,Chuck Lloyd,Yankton College,42.8862218,-97.4100208
2419,Earl Lloyd,West Virginia State University,38.3789586,-81.7665882
2420,Lewis Lloyd,Drake University,41.60125130000001,-93.65467079999999
2421,Scott Lloyd,Arizona State University,33.4242399,-111.9280527
2422,Riney Lochmann,University of Kansas,38.9543439,-95.2557961
2423,Bob Lochmueller,University of Louisville,38.2122761,-85.75850229999999
2424,Rob Lock,University of Kentucky,38.0306511,-84.5039697
2425,Darrell Lockhart,Auburn University,32.5933574,-85.4951663
2426,Ian Lockhart,University of Tennessee,35.9544013,-83.92945639999999
2427,Kevin Loder,Alabama State University,32.3636575,-86.2940174
2428,Don Lofgran,University of San Francisco,37.7765643,-122.4507187
2429,Henry Logan,Western Carolina University,35.3093802,-83.18442209999999
2430,John Logan,Indiana University,39.1754487,-86.512627
2431,Brad Lohaus,University of Iowa,41.6626963,-91.5548998
2432,Art Long,University of Cincinnati,39.1329219,-84.51495039999999
2433,Grant Long,Eastern Michigan University,42.2506803,-83.624089
2434,John Long,University of Detroit Mercy,42.4141556,-83.1379932
2435,Paul Long,Wake Forest University,36.1355052,-80.2791958
2436,Shawn Long,University of Louisiana at Lafayette,30.2114404,-92.0204121
2437,Willie Long,University of New Mexico,35.0843187,-106.6197812
2438,Luc Longley,University of New Mexico,35.0843187,-106.6197812
2439,Kevon Looney,"University of California, Los Angeles",34.068921,-118.4451811
2440,Brook Lopez,Stanford University,37.4274745,-122.169719
2441,Felipe Lopez,St. John's University,40.7220627,-73.79421119999999
2443,Robin Lopez,Stanford University,37.4274745,-122.169719
2444,Ryan Lorthridge,Jackson State University,32.2968851,-90.2064252
2445,Jim Loscutoff,University of Oregon,44.0448302,-123.0726055
2446,Plummer Lott,Seattle University,47.6091765,-122.3178465
2447,Kevin Loughery,St. John's University,40.7220627,-73.79421119999999
2448,Bob Love,Southern University and A&M College,30.5265222,-91.1929407
2449,Kevin Love,"University of California, Los Angeles",34.068921,-118.4451811
2450,Stan Love,University of Oregon,44.0448302,-123.0726055
2451,Clyde Lovellette,University of Kansas,38.9543439,-95.2557961
2452,Sidney Lowe,North Carolina State University,35.7846633,-78.6820946
2453,Charlie Lowery,University of Puget Sound,47.2615552,-122.4817084
2454,Kyle Lowry,Villanova University,40.0378952,-75.34333149999999
2455,Al Lucas,Fordham University,40.8620404,-73.88569869999999
2456,Jerry Lucas,Ohio State University,40.0068363,-83.0306222
2457,John Lucas,University of Maryland,38.9869183,-76.9425543
2458,Kalin Lucas,Michigan State University,42.701848,-84.4821719
2459,Maurice Lucas,Marquette University,43.0388337,-87.92856669999999
2460,John Lucas III,Oklahoma State University,36.1270236,-97.07372219999999
2461,Ted Luckenbill,University of Houston,29.7199489,-95.3422334
2462,Tyronn Lue,University of Nebraska,40.8201966,-96.70047629999999
2463,Jim Luisi,St. Francis College,40.6932296,-73.9921646
2464,Al Lujack,Georgetown University,38.9076089,-77.07225849999999
2465,Phil Lumpkin,Miami University,39.5105334,-84.73087679999999
2466,Ray Lumpp,New York University,40.72951339999999,-73.9964609
2468,Tyler Lydon,Syracuse University,43.0391534,-76.1351158
2469,Trey Lyles,University of Kentucky,38.0306511,-84.5039697
2470,R.B. Lynam,Oklahoma Baptist University,35.360563,-96.9326998
2471,George Lynch,University of North Carolina,35.9049122,-79.0469134
2472,Kevin Lynch,University of Minnesota,44.97399,-93.2277285
2473,Lonnie Lynn,Wilberforce University,39.710391,-83.879407
2474,Mike Lynn,"University of California, Los Angeles",34.068921,-118.4451811
2475,Sheldon Mac,University of Miami,25.7178924,-80.2746368
2476,Mike Macaluso,Canisius College,42.9248338,-78.8514848
2477,Ed Macauley,Saint Louis University,38.6346955,-90.23405869999999
2478,Todd MacCulloch,University of Washington,47.6912794,-122.3176141
2479,Ronnie MacGilvray,St. John's University,40.7220627,-73.79421119999999
2480,Scott Machado,Iona College,40.92515179999999,-73.78856290000002
2482,Ollie Mack,East Carolina University,35.6055108,-77.3645653
2483,Sam Mack,University of Houston,29.7199489,-95.3422334
2484,Shelvin Mack,Butler University,39.8405491,-86.1708927
2485,Malcolm Mackey,Georgia Institute of Technology,33.7756178,-84.39628499999999
2486,Rudy Macklin,Louisiana State University,30.4132579,-91.1800023
2487,Vernon Macklin,University of Florida,29.6436325,-82.3549302
2488,Johnny Macknowsky,Seton Hall University,40.7433773,-74.2465446
2489,Don MacLean,"University of California, Los Angeles",34.068921,-118.4451811
2490,Mark Macon,Temple University,39.9805942,-75.1557376
2491,Kyle Macy,University of Kentucky,38.0306511,-84.5039697
2492,Jack Maddox,West Texas A&M University,34.9816909,-101.9160329
2493,Tito Maddox,"California State University, Fresno",36.8133631,-119.7460947
2494,Gerald Madkins,"University of California, Los Angeles",34.068921,-118.4451811
2495,Mark Madsen,Stanford University,37.4274745,-122.169719
2496,Norm Mager,City College of New York,40.8200471,-73.9492724
2497,Josh Magette,Alabama - Huntsville,34.7303688,-86.5861037
2498,Corey Maggette,Duke University,36.0014258,-78.9382286
2499,Dave Magley,University of Kansas,38.9543439,-95.2557961
2500,Jamaal Magloire,University of Kentucky,38.0306511,-84.5039697
2501,Randolph Mahaffey,Clemson University,34.6738437,-82.8368654
2503,John Mahnken,Georgetown University,38.9076089,-77.07225849999999
2504,Brian Mahoney,Manhattan College,40.88978230000001,-73.9027188
2505,Mo Mahoney,Brown University,41.8267718,-71.4025482
2506,Rick Mahorn,Hampton University,37.0228392,-76.3343603
2507,Dan Majerle,Central Michigan University,43.5819086,-84.7756364
2508,Renaldo Major,"California State University, Fresno",36.8133631,-119.7460947
2510,Lionel Malamed,City College of New York,40.8200471,-73.9492724
2511,Jeff Malone,Mississippi State University,33.4551742,-88.79437659999999
2512,Karl Malone,Louisiana Tech University,32.5282644,-92.6499298
2514,Matt Maloney,University of Pennsylvania,39.9522188,-75.1932137
2515,Steve Malovic,San Diego State University,32.7759894,-117.0712533
2516,Mike Maloy,Davidson College,35.5008018,-80.8446725
2517,Ted Manakas,Princeton University,40.3430942,-74.65507389999999
2518,John Mandic,Oregon State University,44.5637806,-123.2794443
2519,Frank Mangiapane,New York University,40.72951339999999,-73.9964609
2520,Danny Manning,University of Kansas,38.9543439,-95.2557961
2521,Ed Manning,Jackson State University,32.2968851,-90.2064252
2522,Guy Manning,Prairie View A&M University,30.0939175,-95.98989639999999
2523,Rich Manning,University of Washington,47.6912794,-122.3176141
2524,Pace Mannion,University of Utah,40.7649368,-111.8421021
2525,Nick Mantis,Northwestern University,42.0564594,-87.67526699999999
2526,Pete Maravich,Louisiana State University,30.4132579,-91.1800023
2527,Press Maravich,Davis & Elkins College,38.9314489,-79.8478885
2528,Devyn Marble,University of Iowa,41.6626963,-91.5548998
2529,Roy Marble,University of Iowa,41.6626963,-91.5548998
2530,Stephon Marbury,Georgia Institute of Technology,33.7756178,-84.39628499999999
2532,Saul Mariaschin,Harvard University,42.3770029,-71.11666009999999
2533,Jack Marin,Duke University,36.0014258,-78.9382286
2534,Shawn Marion,"University of Nevada, Las Vegas",36.1085197,-115.1431709
2536,Lauri Markkanen,University of Arizona,32.2318851,-110.9501094
2538,Sean Marks,University of California,37.8718992,-122.2585399
2539,Harvey Marlatt,Eastern Michigan University,42.2506803,-83.624089
2540,Jim Marsh,University of Southern California,34.0223519,-118.285117
2541,Ricky Marsh,Manhattan College,40.88978230000001,-73.9027188
2542,Donny Marshall,University of Connecticut,41.8077414,-72.2539805
2543,Donyell Marshall,University of Connecticut,41.8077414,-72.2539805
2544,Kendall Marshall,University of North Carolina,35.9049122,-79.0469134
2545,Rawle Marshall,Oakland University,42.6679486,-83.2081632
2546,Tom Marshall,Western Kentucky University,36.983537,-86.4573752
2547,Vester Marshall,University of Oklahoma,35.2058936,-97.4457137
2548,Bill Martin,Georgetown University,38.9076089,-77.07225849999999
2549,Bob Martin,University of Minnesota,44.97399,-93.2277285
2550,Brian Martin,University of Kansas,38.9543439,-95.2557961
2551,Cartier Martin,Kansas State University,39.1974437,-96.5847249
2552,Cuonzo Martin,Purdue University,40.4237054,-86.92119459999999
2553,Darrick Martin,"University of California, Los Angeles",34.068921,-118.4451811
2554,Dino Martin,Georgetown University,38.9076089,-77.07225849999999
2555,Don Martin,Central Missouri State University,38.758081,-93.7383705
2557,Jarell Martin,Louisiana State University,30.4132579,-91.1800023
2558,Jeff Martin,Murray State University,36.6163842,-88.3214979
2559,Kenyon Martin,University of Cincinnati,39.1329219,-84.51495039999999
2560,Kevin Martin,Western Carolina University,35.3093802,-83.18442209999999
2561,LaRue Martin,Loyola University of Chicago,41.9987765,-87.6582585
2562,Maurice Martin,Saint Joseph's University,39.9951217,-75.23993279999999
2563,Phil Martin,University of Toledo,41.6578804,-83.6142374
2564,Slater Martin,University of Texas at Austin,30.2849185,-97.7340567
2565,Whitey Martin,St. Bonaventure University,42.0794875,-78.48427029999999
2566,Jamal Mashburn,University of Kentucky,38.0306511,-84.5039697
2567,Al Masino,Canisius College,42.9248338,-78.8514848
2568,Anthony Mason,Tennessee State University,36.1668224,-86.8275815
2569,Desmond Mason,Oklahoma State University,36.1270236,-97.07372219999999
2570,Frank Mason,University of Kansas,38.9543439,-95.2557961
2571,Roger Mason,University of Virginia,38.0335529,-78.5079772
2572,Tony Massenburg,University of Maryland,38.9869183,-76.9425543
2573,Eddie Mast,Temple University,39.9805942,-75.1557376
2574,Mangok Mathiang,University of Louisville,38.2122761,-85.75850229999999
2575,Johnny Mathis,Savannah State University,32.0235057,-81.0626995
2576,Wes Matthews,University of Wisconsin,43.076592,-89.4124875
2577,Wesley Matthews,Marquette University,43.0388337,-87.92856669999999
2578,Ariel Maughan,Utah State University,41.745161,-111.8097425
2579,Marlon Maxey,University of Texas at El Paso,31.7709368,-106.5046405
2580,Jason Maxiell,University of Cincinnati,39.1329219,-84.51495039999999
2581,Cedric Maxwell,University of North Carolina at Charlotte,35.3070929,-80.735164
2582,Vernon Maxwell,University of Florida,29.6436325,-82.3549302
2583,Don May,University of Dayton,39.7393,-84.17996749999999
2584,Scott May,Indiana University,39.1754487,-86.512627
2585,Sean May,University of North Carolina,35.9049122,-79.0469134
2586,Lee Mayberry,University of Arkansas,36.0686895,-94.1748471
2587,Clyde Mayes,Furman University,34.9260157,-82.44007239999999
2588,Tharon Mayes,Florida State University,30.4418778,-84.2984889
2589,Bill Mayfield,University of Iowa,41.6626963,-91.5548998
2590,Ken Mayfield,Tuskegee University,32.4307809,-85.7073277
2591,Eric Maynor,Virginia Commonwealth University,37.5483122,-77.4526805
2592,O.J. Mayo,University of Southern California,34.0223519,-118.285117
2593,Travis Mays,University of Texas at Austin,30.2849185,-97.7340567
2594,Matt Mazza,Michigan State University,42.701848,-84.4821719
2595,Luc Mbah a Moute,"University of California, Los Angeles",34.068921,-118.4451811
2596,Bob McAdoo,University of North Carolina,35.9049122,-79.0469134
2597,James Michael McAdoo,University of North Carolina,35.9049122,-79.0469134
2598,Ken McBride,University of Maryland Eastern Shore,38.2102166,-75.6848002
2599,Ray McCallum,University of Detroit Mercy,42.4141556,-83.1379932
2600,Bob McCann,Morehead State University,38.1886162,-83.4315122
2601,Brendan McCann,St. Bonaventure University,42.0794875,-78.48427029999999
2602,Mel McCants,Purdue University,40.4237054,-86.92119459999999
2603,Rashad McCants,University of North Carolina,35.9049122,-79.0469134
2604,Mike McCarron,Seton Hall University,40.7433773,-74.2465446
2605,Andre McCarter,"University of California, Los Angeles",34.068921,-118.4451811
2606,Willie McCarter,Drake University,41.60125130000001,-93.65467079999999
2607,Johnny McCarthy,Canisius College,42.9248338,-78.8514848
2608,Howie McCarty,Wayne State University,42.3591388,-83.06654619999999
2609,Kelly McCarty,University of Southern Mississippi,31.3298668,-89.33345349999999
2610,Walter McCarty,University of Kentucky,38.0306511,-84.5039697
2611,Amal McCaskill,Marquette University,43.0388337,-87.92856669999999
2612,Patrick McCaw,"University of Nevada, Las Vegas",36.1085197,-115.1431709
2613,Dwayne McClain,Villanova University,40.0378952,-75.34333149999999
2614,Ted McClain,Tennessee State University,36.1668224,-86.8275815
2615,Dan McClintock,Northern Arizona University,35.1804402,-111.6539683
2616,Jack McCloskey,University of Pennsylvania,39.9522188,-75.1932137
2617,George McCloud,Florida State University,30.4418778,-84.2984889
2618,C.J. McCollum,Lehigh University,40.6048687,-75.3775187
2619,John McConathy,Northwestern State University,31.7503518,-93.0974506
2620,Bucky McConnell,Marshall University,38.4235252,-82.42641449999999
2621,T.J. McConnell,University of Arizona,32.2318851,-110.9501094
2622,Keith McCord,University of Alabama at Birmingham,33.5019893,-86.8064433
2623,Tim McCormick,University of Michigan,42.2780436,-83.7382241
2624,Jelani McCoy,"University of California, Los Angeles",34.068921,-118.4451811
2625,Paul McCracken,"California State University, Northridge",34.2410366,-118.5276745
2626,Chris McCray,University of Maryland,38.9869183,-76.9425543
2627,Rodney McCray,University of Louisville,38.2122761,-85.75850229999999
2628,Scooter McCray,University of Louisville,38.2122761,-85.75850229999999
2629,Chris McCullough,Syracuse University,43.0391534,-76.1351158
2630,John McCullough,University of Oklahoma,35.2058936,-97.4457137
2631,Clint McDaniel,University of Arkansas,36.0686895,-94.1748471
2632,Xavier McDaniel,Wichita State University,37.7186367,-97.29414140000002
2633,Jim McDaniels,Western Kentucky University,36.983537,-86.4573752
2634,K.J. McDaniels,Clemson University,34.6738437,-82.8368654
2635,Doug McDermott,Creighton University,41.2655521,-95.94638619999999
2636,Ben McDonald,"University of California, Irvine",33.6404952,-117.8442962
2637,Glenn McDonald,"California State University, Long Beach",33.7838235,-118.1140904
2638,Michael McDonald,University of New Orleans,30.028658,-90.065928
2639,Roderick McDonald,Whitworth,47.75487280000001,-117.4178623
2640,Hank McDowell,University of Memphis,35.1187498,-89.9374928
2641,Antonio McDyess,University of Alabama,33.2140233,-87.5391418
2642,Jim McElroy,Central Michigan University,43.5819086,-84.7756364
2643,Patrick McFarland,Saint Joseph's University,39.9951217,-75.23993279999999
2644,Ivan McFarlin,Oklahoma State University,36.1270236,-97.07372219999999
2645,Mel McGaha,University of Arkansas,36.0686895,-94.1748471
2646,Mitch McGary,University of Michigan,42.2780436,-83.7382241
2647,JaVale McGee,"University of Nevada, Reno",39.5441917,-119.816397
2648,Mike McGee,University of Michigan,42.2780436,-83.7382241
2649,Bill McGill,University of Utah,40.7649368,-111.8421021
2650,George McGinnis,Indiana University,39.1754487,-86.512627
2651,Jon McGlocklin,Indiana University,39.1754487,-86.512627
2653,Gil McGregor,Wake Forest University,36.1355052,-80.2791958
2654,Elton McGriff,Creighton University,41.2655521,-95.94638619999999
2655,Rodney McGruder,Kansas State University,39.1974437,-96.5847249
2656,Alfred McGuire,St. John's University,40.7220627,-73.79421119999999
2657,Allie McGuire,Marquette University,43.0388337,-87.92856669999999
2658,Dick McGuire,St. John's University,40.7220627,-73.79421119999999
2659,Dominic McGuire,"California State University, Fresno",36.8133631,-119.7460947
2660,Kevin McHale,University of Minnesota,44.97399,-93.2277285
2661,Maurice McHartley,North Carolina Agricultural and Technical State University,36.0770034,-79.7718199
2662,Jim McIlvaine,Marquette University,43.0388337,-87.92856669999999
2663,Jeff McInnis,University of North Carolina,35.9049122,-79.0469134
2664,Kenny McIntosh,Eastern Michigan University,42.2506803,-83.624089
2665,Bob McIntyre,St. John's University,40.7220627,-73.79421119999999
2666,Jerry McKee,Ohio University,39.324358,-82.10138889999999
2667,Kevin McKenna,Creighton University,41.2655521,-95.94638619999999
2668,Forrest McKenzie,Loyola Marymount University,33.9701634,-118.4166111
2669,Stan McKenzie,New York University,40.72951339999999,-73.9964609
2670,Derrick McKey,University of Alabama,33.2140233,-87.5391418
2671,Aaron McKie,Temple University,39.9805942,-75.1557376
2672,Billy McKinney,Northwestern University,42.0564594,-87.67526699999999
2673,Bones McKinney,University of North Carolina,35.9049122,-79.0469134
2674,Carlton McKinney,Southern Methodist University,32.8412178,-96.78451749999999
2675,Alfonzo McKinnie,University of Wisconsin-Green Bay,44.531177,-87.9210686
2676,Ben McLemore,University of Kansas,38.9543439,-95.2557961
2677,McCoy McLemore,Drake University,41.60125130000001,-93.65467079999999
2678,George McLeod,Texas Christian University,32.7095936,-97.3635602
2679,Keith McLeod,Bowling Green State University,41.3797788,-83.6300826
2680,Roshown McLeod,Duke University,36.0014258,-78.9382286
2681,Jack McMahon,St. John's University,40.7220627,-73.79421119999999
2682,Nate McMillan,North Carolina State University,35.7846633,-78.6820946
2683,Tom McMillen,University of Maryland,38.9869183,-76.9425543
2684,Jim McMillian,Columbia University,40.8075355,-73.9625727
2685,Shellie McMillon,Bradley University,40.6977743,-89.6153484
2686,Mal McMullen,Xavier University,39.149448,-84.47363740000002
2687,Chet McNabb,Arizona State University,33.4242399,-111.9280527
2688,Mark McNamara,University of California,37.8718992,-122.2585399
2689,Joe McNamee,University of San Francisco,37.7765643,-122.4507187
2690,Jerel McNeal,Marquette University,43.0388337,-87.92856669999999
2691,Chris McNealy,San Jose State University,37.3351874,-121.8810715
2692,Bob McNeill,Saint Joseph's University,39.9951217,-75.23993279999999
2693,Larry McNeill,Marquette University,43.0388337,-87.92856669999999
2694,Carl McNulty,Purdue University,40.4237054,-86.92119459999999
2695,Paul McPherson,DePaul University,41.9247559,-87.6566465
2696,Roy McPipe,"Montana State University, Billings",45.7966687,-108.5218151
2697,Cozell McQueen,North Carolina State University,35.7846633,-78.6820946
